inclusion_index,exclusion_index,exclusion_code,regex_prefix
17,14,V20-V99,^V81
17,14,V20-V99,^V82
17,14,V20-V99,^V83
17,14,V20-V99,^V84
17,14,V20-V99,^V85
17,14,V20-V99,^V86
17,14,V20-V99,^V87
17,14,V20-V99,^V88
17,14,V20-V99,^V89
17,14,V20-V99,^V90
17,14,V20-V99,^V91
17,14,V20-V99,^V92
17,14,V20-V99,^V93
17,14,V20-V99,^V94
17,14,V20-V99,^V95
17,14,V20-V99,^V96
17,14,V20-V99,^V97
17,14,V20-V99,^V98
17,14,V20-V99,^V99
18,14,V20-V99,^V20
18,14,V20-V99,^V21
18,14,V20-V99,^V22
18,14,V20-V99,^V23
18,14,V20-V99,^V24
18,14,V20-V99,^V25
18,14,V20-V99,^V26
18,14,V20-V99,^V27
18,14,V20-V99,^V28
18,14,V20-V99,^V29
18,14,V20-V99,^V30
18,14,V20-V99,^V31
18,14,V20-V99,^V32
18,14,V20-V99,^V33
18,14,V20-V99,^V34
18,14,V20-V99,^V35
18,14,V20-V99,^V36
18,14,V20-V99,^V37
18,14,V20-V99,^V38
18,14,V20-V99,^V39
18,14,V20-V99,^V40
18,14,V20-V99,^V41
18,14,V20-V99,^V42
18,14,V20-V99,^V43
18,14,V20-V99,^V44
18,14,V20-V99,^V45
18,14,V20-V99,^V46
18,14,V20-V99,^V47
18,14,V20-V99,^V48
18,14,V20-V99,^V49
18,14,V20-V99,^V50
18,14,V20-V99,^V51
18,14,V20-V99,^V52
18,14,V20-V99,^V53
18,14,V20-V99,^V54
18,14,V20-V99,^V55
18,14,V20-V99,^V56
18,14,V20-V99,^V57
18,14,V20-V99,^V58
18,14,V20-V99,^V59
18,14,V20-V99,^V60
18,14,V20-V99,^V61
18,14,V20-V99,^V62
18,14,V20-V99,^V63
18,14,V20-V99,^V64
18,14,V20-V99,^V65
18,14,V20-V99,^V66
18,14,V20-V99,^V67
18,14,V20-V99,^V68
18,14,V20-V99,^V69
18,14,V20-V99,^V70
18,14,V20-V99,^V71
18,14,V20-V99,^V72
18,14,V20-V99,^V73
18,14,V20-V99,^V74
18,14,V20-V99,^V75
18,14,V20-V99,^V76
18,14,V20-V99,^V77
18,14,V20-V99,^V78
18,14,V20-V99,^V79
18,14,V20-V99,^V80
18,14,V20-V99,^V81
18,14,V20-V99,^V82
18,14,V20-V99,^V83
18,14,V20-V99,^V84
18,14,V20-V99,^V85
18,14,V20-V99,^V86
18,14,V20-V99,^V87
18,14,V20-V99,^V88
18,14,V20-V99,^V89
18,14,V20-V99,^V90
18,14,V20-V99,^V91
18,14,V20-V99,^V92
18,14,V20-V99,^V93
18,14,V20-V99,^V94
18,14,V20-V99,^V95
18,14,V20-V99,^V96
18,14,V20-V99,^V97
18,14,V20-V99,^V98
18,14,V20-V99,^V99
19,14,V20-V99,^V20
19,14,V20-V99,^V21
19,14,V20-V99,^V22
19,14,V20-V99,^V23
19,14,V20-V99,^V24
19,14,V20-V99,^V25
19,14,V20-V99,^V26
19,14,V20-V99,^V27
19,14,V20-V99,^V28
19,14,V20-V99,^V29
19,14,V20-V99,^V30
19,14,V20-V99,^V31
19,14,V20-V99,^V32
19,14,V20-V99,^V33
19,14,V20-V99,^V34
19,14,V20-V99,^V35
19,14,V20-V99,^V36
19,14,V20-V99,^V37
19,14,V20-V99,^V38
19,14,V20-V99,^V39
19,14,V20-V99,^V40
19,14,V20-V99,^V41
19,14,V20-V99,^V42
19,14,V20-V99,^V43
19,14,V20-V99,^V44
19,14,V20-V99,^V45
19,14,V20-V99,^V46
19,14,V20-V99,^V47
19,14,V20-V99,^V48
19,14,V20-V99,^V49
19,14,V20-V99,^V50
19,14,V20-V99,^V51
19,14,V20-V99,^V52
19,14,V20-V99,^V53
19,14,V20-V99,^V54
19,14,V20-V99,^V55
19,14,V20-V99,^V56
19,14,V20-V99,^V57
19,14,V20-V99,^V58
19,14,V20-V99,^V59
19,14,V20-V99,^V60
19,14,V20-V99,^V61
19,14,V20-V99,^V62
19,14,V20-V99,^V63
19,14,V20-V99,^V64
19,14,V20-V99,^V65
19,14,V20-V99,^V66
19,14,V20-V99,^V67
19,14,V20-V99,^V68
19,14,V20-V99,^V69
19,14,V20-V99,^V70
19,14,V20-V99,^V71
19,14,V20-V99,^V72
19,14,V20-V99,^V73
19,14,V20-V99,^V74
19,14,V20-V99,^V75
19,14,V20-V99,^V76
19,14,V20-V99,^V77
19,14,V20-V99,^V78
19,14,V20-V99,^V79
19,14,V20-V99,^V80
19,14,V20-V99,^V81
19,14,V20-V99,^V82
19,14,V20-V99,^V83
19,14,V20-V99,^V84
19,14,V20-V99,^V85
19,14,V20-V99,^V86
19,14,V20-V99,^V87
19,14,V20-V99,^V88
19,14,V20-V99,^V89
19,14,V20-V99,^V90
19,14,V20-V99,^V91
19,14,V20-V99,^V92
19,14,V20-V99,^V93
19,14,V20-V99,^V94
19,14,V20-V99,^V95
19,14,V20-V99,^V96
19,14,V20-V99,^V97
19,14,V20-V99,^V98
19,14,V20-V99,^V99
20,14,V20-V99,^V20
20,14,V20-V99,^V21
20,14,V20-V99,^V22
20,14,V20-V99,^V23
20,14,V20-V99,^V24
20,14,V20-V99,^V25
20,14,V20-V99,^V26
20,14,V20-V99,^V27
20,14,V20-V99,^V28
20,14,V20-V99,^V29
20,14,V20-V99,^V30
20,14,V20-V99,^V31
20,14,V20-V99,^V32
20,14,V20-V99,^V33
20,14,V20-V99,^V34
20,14,V20-V99,^V35
20,14,V20-V99,^V36
20,14,V20-V99,^V37
20,14,V20-V99,^V38
20,14,V20-V99,^V39
20,14,V20-V99,^V40
20,14,V20-V99,^V41
20,14,V20-V99,^V42
20,14,V20-V99,^V43
20,14,V20-V99,^V44
20,14,V20-V99,^V45
20,14,V20-V99,^V46
20,14,V20-V99,^V47
20,14,V20-V99,^V48
20,14,V20-V99,^V49
20,14,V20-V99,^V50
20,14,V20-V99,^V51
20,14,V20-V99,^V52
20,14,V20-V99,^V53
20,14,V20-V99,^V54
20,14,V20-V99,^V55
20,14,V20-V99,^V56
20,14,V20-V99,^V57
20,14,V20-V99,^V58
20,14,V20-V99,^V59
20,14,V20-V99,^V60
20,14,V20-V99,^V61
20,14,V20-V99,^V62
20,14,V20-V99,^V63
20,14,V20-V99,^V64
20,14,V20-V99,^V65
20,14,V20-V99,^V66
20,14,V20-V99,^V67
20,14,V20-V99,^V68
20,14,V20-V99,^V69
20,14,V20-V99,^V70
20,14,V20-V99,^V71
20,14,V20-V99,^V72
20,14,V20-V99,^V73
20,14,V20-V99,^V74
20,14,V20-V99,^V75
20,14,V20-V99,^V76
20,14,V20-V99,^V77
20,14,V20-V99,^V78
20,14,V20-V99,^V79
20,14,V20-V99,^V80
20,14,V20-V99,^V81
20,14,V20-V99,^V82
20,14,V20-V99,^V83
20,14,V20-V99,^V84
20,14,V20-V99,^V85
20,14,V20-V99,^V86
20,14,V20-V99,^V87
20,14,V20-V99,^V88
20,14,V20-V99,^V89
20,14,V20-V99,^V90
20,14,V20-V99,^V91
20,14,V20-V99,^V92
20,14,V20-V99,^V93
20,14,V20-V99,^V94
20,14,V20-V99,^V95
20,14,V20-V99,^V96
20,14,V20-V99,^V97
20,14,V20-V99,^V98
20,14,V20-V99,^V99
21,14,V20-V99,^V20
21,14,V20-V99,^V21
21,14,V20-V99,^V22
21,14,V20-V99,^V23
21,14,V20-V99,^V24
21,14,V20-V99,^V25
21,14,V20-V99,^V26
21,14,V20-V99,^V27
21,14,V20-V99,^V28
21,14,V20-V99,^V29
21,14,V20-V99,^V30
21,14,V20-V99,^V31
21,14,V20-V99,^V32
21,14,V20-V99,^V33
21,14,V20-V99,^V34
21,14,V20-V99,^V35
21,14,V20-V99,^V36
21,14,V20-V99,^V37
21,14,V20-V99,^V38
21,14,V20-V99,^V39
21,14,V20-V99,^V40
21,14,V20-V99,^V41
21,14,V20-V99,^V42
21,14,V20-V99,^V43
21,14,V20-V99,^V44
21,14,V20-V99,^V45
21,14,V20-V99,^V46
21,14,V20-V99,^V47
21,14,V20-V99,^V48
21,14,V20-V99,^V49
21,14,V20-V99,^V50
21,14,V20-V99,^V51
21,14,V20-V99,^V52
21,14,V20-V99,^V53
21,14,V20-V99,^V54
21,14,V20-V99,^V55
21,14,V20-V99,^V56
21,14,V20-V99,^V57
21,14,V20-V99,^V58
21,14,V20-V99,^V59
21,14,V20-V99,^V60
21,14,V20-V99,^V61
21,14,V20-V99,^V62
21,14,V20-V99,^V63
21,14,V20-V99,^V64
21,14,V20-V99,^V65
21,14,V20-V99,^V66
21,14,V20-V99,^V67
21,14,V20-V99,^V68
21,14,V20-V99,^V69
21,14,V20-V99,^V70
21,14,V20-V99,^V71
21,14,V20-V99,^V72
21,14,V20-V99,^V73
21,14,V20-V99,^V74
21,14,V20-V99,^V75
21,14,V20-V99,^V76
21,14,V20-V99,^V77
21,14,V20-V99,^V78
21,14,V20-V99,^V79
21,14,V20-V99,^V80
21,14,V20-V99,^V81
21,14,V20-V99,^V82
21,14,V20-V99,^V83
21,14,V20-V99,^V84
21,14,V20-V99,^V85
21,14,V20-V99,^V86
21,14,V20-V99,^V87
21,14,V20-V99,^V88
21,14,V20-V99,^V89
21,14,V20-V99,^V90
21,14,V20-V99,^V91
21,14,V20-V99,^V92
21,14,V20-V99,^V93
21,14,V20-V99,^V94
21,14,V20-V99,^V95
21,14,V20-V99,^V96
21,14,V20-V99,^V97
21,14,V20-V99,^V98
21,14,V20-V99,^V99
26,14,V20-V99,^V20
26,14,V20-V99,^V21
26,14,V20-V99,^V22
26,14,V20-V99,^V23
26,14,V20-V99,^V24
26,14,V20-V99,^V25
26,14,V20-V99,^V26
26,14,V20-V99,^V27
26,14,V20-V99,^V28
26,14,V20-V99,^V29
26,14,V20-V99,^V30
26,14,V20-V99,^V31
26,14,V20-V99,^V32
26,14,V20-V99,^V33
26,14,V20-V99,^V34
26,14,V20-V99,^V35
26,14,V20-V99,^V36
26,14,V20-V99,^V37
26,14,V20-V99,^V38
26,14,V20-V99,^V39
26,14,V20-V99,^V40
26,14,V20-V99,^V41
26,14,V20-V99,^V42
26,14,V20-V99,^V43
26,14,V20-V99,^V44
26,14,V20-V99,^V45
26,14,V20-V99,^V46
26,14,V20-V99,^V47
26,14,V20-V99,^V48
26,14,V20-V99,^V49
26,14,V20-V99,^V50
26,14,V20-V99,^V51
26,14,V20-V99,^V52
26,14,V20-V99,^V53
26,14,V20-V99,^V54
26,14,V20-V99,^V55
26,14,V20-V99,^V56
26,14,V20-V99,^V57
26,14,V20-V99,^V58
26,14,V20-V99,^V59
26,14,V20-V99,^V60
26,14,V20-V99,^V61
26,14,V20-V99,^V62
26,14,V20-V99,^V63
26,14,V20-V99,^V64
26,14,V20-V99,^V65
26,14,V20-V99,^V66
26,14,V20-V99,^V67
26,14,V20-V99,^V68
26,14,V20-V99,^V69
26,14,V20-V99,^V70
26,14,V20-V99,^V71
26,14,V20-V99,^V72
26,14,V20-V99,^V73
26,14,V20-V99,^V74
26,14,V20-V99,^V75
26,14,V20-V99,^V76
26,14,V20-V99,^V77
26,14,V20-V99,^V78
26,14,V20-V99,^V79
26,14,V20-V99,^V80
26,14,V20-V99,^V81
26,14,V20-V99,^V82
26,14,V20-V99,^V83
26,14,V20-V99,^V84
26,14,V20-V99,^V85
26,14,V20-V99,^V86
26,14,V20-V99,^V87
26,14,V20-V99,^V88
26,14,V20-V99,^V89
26,14,V20-V99,^V90
26,14,V20-V99,^V91
26,14,V20-V99,^V92
26,14,V20-V99,^V93
26,14,V20-V99,^V94
26,14,V20-V99,^V95
26,14,V20-V99,^V96
26,14,V20-V99,^V97
26,14,V20-V99,^V98
26,14,V20-V99,^V99
27,14,V20-V99,^V20
27,14,V20-V99,^V21
27,14,V20-V99,^V22
27,14,V20-V99,^V23
27,14,V20-V99,^V24
27,14,V20-V99,^V25
27,14,V20-V99,^V26
27,14,V20-V99,^V27
27,14,V20-V99,^V28
27,14,V20-V99,^V29
27,14,V20-V99,^V30
27,14,V20-V99,^V31
27,14,V20-V99,^V32
27,14,V20-V99,^V33
27,14,V20-V99,^V34
27,14,V20-V99,^V35
27,14,V20-V99,^V36
27,14,V20-V99,^V37
27,14,V20-V99,^V38
27,14,V20-V99,^V39
27,14,V20-V99,^V40
27,14,V20-V99,^V41
27,14,V20-V99,^V42
27,14,V20-V99,^V43
27,14,V20-V99,^V44
27,14,V20-V99,^V45
27,14,V20-V99,^V46
27,14,V20-V99,^V47
27,14,V20-V99,^V48
27,14,V20-V99,^V49
27,14,V20-V99,^V50
27,14,V20-V99,^V51
27,14,V20-V99,^V52
27,14,V20-V99,^V53
27,14,V20-V99,^V54
27,14,V20-V99,^V55
27,14,V20-V99,^V56
27,14,V20-V99,^V57
27,14,V20-V99,^V58
27,14,V20-V99,^V59
27,14,V20-V99,^V60
27,14,V20-V99,^V61
27,14,V20-V99,^V62
27,14,V20-V99,^V63
27,14,V20-V99,^V64
27,14,V20-V99,^V65
27,14,V20-V99,^V66
27,14,V20-V99,^V67
27,14,V20-V99,^V68
27,14,V20-V99,^V69
27,14,V20-V99,^V70
27,14,V20-V99,^V71
27,14,V20-V99,^V72
27,14,V20-V99,^V73
27,14,V20-V99,^V74
27,14,V20-V99,^V75
27,14,V20-V99,^V76
27,14,V20-V99,^V77
27,14,V20-V99,^V78
27,14,V20-V99,^V79
27,14,V20-V99,^V80
27,14,V20-V99,^V81
27,14,V20-V99,^V82
27,14,V20-V99,^V83
27,14,V20-V99,^V84
27,14,V20-V99,^V85
27,14,V20-V99,^V86
27,14,V20-V99,^V87
27,14,V20-V99,^V88
27,14,V20-V99,^V89
27,14,V20-V99,^V90
27,14,V20-V99,^V91
27,14,V20-V99,^V92
27,14,V20-V99,^V93
27,14,V20-V99,^V94
27,14,V20-V99,^V95
27,14,V20-V99,^V96
27,14,V20-V99,^V97
27,14,V20-V99,^V98
27,14,V20-V99,^V99
28,14,V20-V99,^V20
28,14,V20-V99,^V21
28,14,V20-V99,^V22
28,14,V20-V99,^V23
28,14,V20-V99,^V24
28,14,V20-V99,^V25
28,14,V20-V99,^V26
28,14,V20-V99,^V27
28,14,V20-V99,^V28
28,14,V20-V99,^V29
28,14,V20-V99,^V30
28,14,V20-V99,^V31
28,14,V20-V99,^V32
28,14,V20-V99,^V33
28,14,V20-V99,^V34
28,14,V20-V99,^V35
28,14,V20-V99,^V36
28,14,V20-V99,^V37
28,14,V20-V99,^V38
28,14,V20-V99,^V39
28,14,V20-V99,^V40
28,14,V20-V99,^V41
28,14,V20-V99,^V42
28,14,V20-V99,^V43
28,14,V20-V99,^V44
28,14,V20-V99,^V45
28,14,V20-V99,^V46
28,14,V20-V99,^V47
28,14,V20-V99,^V48
28,14,V20-V99,^V49
28,14,V20-V99,^V50
28,14,V20-V99,^V51
28,14,V20-V99,^V52
28,14,V20-V99,^V53
28,14,V20-V99,^V54
28,14,V20-V99,^V55
28,14,V20-V99,^V56
28,14,V20-V99,^V57
28,14,V20-V99,^V58
28,14,V20-V99,^V59
28,14,V20-V99,^V60
28,14,V20-V99,^V61
28,14,V20-V99,^V62
28,14,V20-V99,^V63
28,14,V20-V99,^V64
28,14,V20-V99,^V65
28,14,V20-V99,^V66
28,14,V20-V99,^V67
28,14,V20-V99,^V68
28,14,V20-V99,^V69
28,14,V20-V99,^V70
28,14,V20-V99,^V71
28,14,V20-V99,^V72
28,14,V20-V99,^V73
28,14,V20-V99,^V74
28,14,V20-V99,^V75
28,14,V20-V99,^V76
28,14,V20-V99,^V77
28,14,V20-V99,^V78
28,14,V20-V99,^V79
28,14,V20-V99,^V80
28,14,V20-V99,^V81
28,14,V20-V99,^V82
28,14,V20-V99,^V83
28,14,V20-V99,^V84
28,14,V20-V99,^V85
28,14,V20-V99,^V86
28,14,V20-V99,^V87
28,14,V20-V99,^V88
28,14,V20-V99,^V89
28,14,V20-V99,^V90
28,14,V20-V99,^V91
28,14,V20-V99,^V92
28,14,V20-V99,^V93
28,14,V20-V99,^V94
28,14,V20-V99,^V95
28,14,V20-V99,^V96
28,14,V20-V99,^V97
28,14,V20-V99,^V98
28,14,V20-V99,^V99
29,14,V20-V99,^V20
29,14,V20-V99,^V21
29,14,V20-V99,^V22
29,14,V20-V99,^V23
29,14,V20-V99,^V24
29,14,V20-V99,^V25
29,14,V20-V99,^V26
29,14,V20-V99,^V27
29,14,V20-V99,^V28
29,14,V20-V99,^V29
29,14,V20-V99,^V30
29,14,V20-V99,^V31
29,14,V20-V99,^V32
29,14,V20-V99,^V33
29,14,V20-V99,^V34
29,14,V20-V99,^V35
29,14,V20-V99,^V36
29,14,V20-V99,^V37
29,14,V20-V99,^V38
29,14,V20-V99,^V39
29,14,V20-V99,^V40
29,14,V20-V99,^V41
29,14,V20-V99,^V42
29,14,V20-V99,^V43
29,14,V20-V99,^V44
29,14,V20-V99,^V45
29,14,V20-V99,^V46
29,14,V20-V99,^V47
29,14,V20-V99,^V48
29,14,V20-V99,^V49
29,14,V20-V99,^V50
29,14,V20-V99,^V51
29,14,V20-V99,^V52
29,14,V20-V99,^V53
29,14,V20-V99,^V54
29,14,V20-V99,^V55
29,14,V20-V99,^V56
29,14,V20-V99,^V57
29,14,V20-V99,^V58
29,14,V20-V99,^V59
29,14,V20-V99,^V60
29,14,V20-V99,^V61
29,14,V20-V99,^V62
29,14,V20-V99,^V63
29,14,V20-V99,^V64
29,14,V20-V99,^V65
29,14,V20-V99,^V66
29,14,V20-V99,^V67
29,14,V20-V99,^V68
29,14,V20-V99,^V69
29,14,V20-V99,^V70
29,14,V20-V99,^V71
29,14,V20-V99,^V72
29,14,V20-V99,^V73
29,14,V20-V99,^V74
29,14,V20-V99,^V75
29,14,V20-V99,^V76
29,14,V20-V99,^V77
29,14,V20-V99,^V78
29,14,V20-V99,^V79
29,14,V20-V99,^V80
29,14,V20-V99,^V81
29,14,V20-V99,^V82
29,14,V20-V99,^V83
29,14,V20-V99,^V84
29,14,V20-V99,^V85
29,14,V20-V99,^V86
29,14,V20-V99,^V87
29,14,V20-V99,^V88
29,14,V20-V99,^V89
29,14,V20-V99,^V90
29,14,V20-V99,^V91
29,14,V20-V99,^V92
29,14,V20-V99,^V93
29,14,V20-V99,^V94
29,14,V20-V99,^V95
29,14,V20-V99,^V96
29,14,V20-V99,^V97
29,14,V20-V99,^V98
29,14,V20-V99,^V99
30,14,V20-V99,^V20
30,14,V20-V99,^V21
30,14,V20-V99,^V22
30,14,V20-V99,^V23
30,14,V20-V99,^V24
30,14,V20-V99,^V25
30,14,V20-V99,^V26
30,14,V20-V99,^V27
30,14,V20-V99,^V28
30,14,V20-V99,^V29
30,14,V20-V99,^V30
30,14,V20-V99,^V31
30,14,V20-V99,^V32
30,14,V20-V99,^V33
30,14,V20-V99,^V34
30,14,V20-V99,^V35
30,14,V20-V99,^V36
30,14,V20-V99,^V37
30,14,V20-V99,^V38
30,14,V20-V99,^V39
30,14,V20-V99,^V40
30,14,V20-V99,^V41
30,14,V20-V99,^V42
30,14,V20-V99,^V43
30,14,V20-V99,^V44
30,14,V20-V99,^V45
30,14,V20-V99,^V46
30,14,V20-V99,^V47
30,14,V20-V99,^V48
30,14,V20-V99,^V49
30,14,V20-V99,^V50
30,14,V20-V99,^V51
30,14,V20-V99,^V52
30,14,V20-V99,^V53
30,14,V20-V99,^V54
30,14,V20-V99,^V55
30,14,V20-V99,^V56
30,14,V20-V99,^V57
30,14,V20-V99,^V58
30,14,V20-V99,^V59
30,14,V20-V99,^V60
30,14,V20-V99,^V61
30,14,V20-V99,^V62
30,14,V20-V99,^V63
30,14,V20-V99,^V64
30,14,V20-V99,^V65
30,14,V20-V99,^V66
30,14,V20-V99,^V67
30,14,V20-V99,^V68
30,14,V20-V99,^V69
30,14,V20-V99,^V70
30,14,V20-V99,^V71
30,14,V20-V99,^V72
30,14,V20-V99,^V73
30,14,V20-V99,^V74
30,14,V20-V99,^V75
30,14,V20-V99,^V76
30,14,V20-V99,^V77
30,14,V20-V99,^V78
30,14,V20-V99,^V79
30,14,V20-V99,^V80
30,14,V20-V99,^V81
30,14,V20-V99,^V82
30,14,V20-V99,^V83
30,14,V20-V99,^V84
30,14,V20-V99,^V85
30,14,V20-V99,^V86
30,14,V20-V99,^V87
30,14,V20-V99,^V88
30,14,V20-V99,^V89
30,14,V20-V99,^V90
30,14,V20-V99,^V91
30,14,V20-V99,^V92
30,14,V20-V99,^V93
30,14,V20-V99,^V94
30,14,V20-V99,^V95
30,14,V20-V99,^V96
30,14,V20-V99,^V97
30,14,V20-V99,^V98
30,14,V20-V99,^V99
31,14,V20-V99,^V20
31,14,V20-V99,^V21
31,14,V20-V99,^V22
31,14,V20-V99,^V23
31,14,V20-V99,^V24
31,14,V20-V99,^V25
31,14,V20-V99,^V26
31,14,V20-V99,^V27
31,14,V20-V99,^V28
31,14,V20-V99,^V29
31,14,V20-V99,^V30
31,14,V20-V99,^V31
31,14,V20-V99,^V32
31,14,V20-V99,^V33
31,14,V20-V99,^V34
31,14,V20-V99,^V35
31,14,V20-V99,^V36
31,14,V20-V99,^V37
31,14,V20-V99,^V38
31,14,V20-V99,^V39
31,14,V20-V99,^V40
31,14,V20-V99,^V41
31,14,V20-V99,^V42
31,14,V20-V99,^V43
31,14,V20-V99,^V44
31,14,V20-V99,^V45
31,14,V20-V99,^V46
31,14,V20-V99,^V47
31,14,V20-V99,^V48
31,14,V20-V99,^V49
31,14,V20-V99,^V50
31,14,V20-V99,^V51
31,14,V20-V99,^V52
31,14,V20-V99,^V53
31,14,V20-V99,^V54
31,14,V20-V99,^V55
31,14,V20-V99,^V56
31,14,V20-V99,^V57
31,14,V20-V99,^V58
31,14,V20-V99,^V59
31,14,V20-V99,^V60
31,14,V20-V99,^V61
31,14,V20-V99,^V62
31,14,V20-V99,^V63
31,14,V20-V99,^V64
31,14,V20-V99,^V65
31,14,V20-V99,^V66
31,14,V20-V99,^V67
31,14,V20-V99,^V68
31,14,V20-V99,^V69
31,14,V20-V99,^V70
31,14,V20-V99,^V71
31,14,V20-V99,^V72
31,14,V20-V99,^V73
31,14,V20-V99,^V74
31,14,V20-V99,^V75
31,14,V20-V99,^V76
31,14,V20-V99,^V77
31,14,V20-V99,^V78
31,14,V20-V99,^V79
31,14,V20-V99,^V80
31,14,V20-V99,^V81
31,14,V20-V99,^V82
31,14,V20-V99,^V83
31,14,V20-V99,^V84
31,14,V20-V99,^V85
31,14,V20-V99,^V86
31,14,V20-V99,^V87
31,14,V20-V99,^V88
31,14,V20-V99,^V89
31,14,V20-V99,^V90
31,14,V20-V99,^V91
31,14,V20-V99,^V92
31,14,V20-V99,^V93
31,14,V20-V99,^V94
31,14,V20-V99,^V95
31,14,V20-V99,^V96
31,14,V20-V99,^V97
31,14,V20-V99,^V98
31,14,V20-V99,^V99
23,15,A09,^A09
23,15,A15-A19,^A15
23,15,A15-A19,^A16
23,15,A15-A19,^A17
23,15,A15-A19,^A18
23,15,A15-A19,^A19
23,15,B20,^B20
23,15,B15-B19,^B15
23,15,B15-B19,^B16
23,15,B15-B19,^B17
23,15,B15-B19,^B18
23,15,B15-B19,^B19
23,15,C00-C96,^C00
23,15,C00-C96,^C01
23,15,C00-C96,^C02
23,15,C00-C96,^C03
23,15,C00-C96,^C04
23,15,C00-C96,^C05
23,15,C00-C96,^C06
23,15,C00-C96,^C07
23,15,C00-C96,^C08
23,15,C00-C96,^C09
23,15,C00-C96,^C10
23,15,C00-C96,^C11
23,15,C00-C96,^C12
23,15,C00-C96,^C13
23,15,C00-C96,^C14
23,15,C00-C96,^C15
23,15,C00-C96,^C16
23,15,C00-C96,^C17
23,15,C00-C96,^C18
23,15,C00-C96,^C19
23,15,C00-C96,^C20
23,15,C00-C96,^C21
23,15,C00-C96,^C22
23,15,C00-C96,^C23
23,15,C00-C96,^C24
23,15,C00-C96,^C25
23,15,C00-C96,^C26
23,15,C00-C96,^C27
23,15,C00-C96,^C28
23,15,C00-C96,^C29
23,15,C00-C96,^C30
23,15,C00-C96,^C31
23,15,C00-C96,^C32
23,15,C00-C96,^C33
23,15,C00-C96,^C34
23,15,C00-C96,^C35
23,15,C00-C96,^C36
23,15,C00-C96,^C37
23,15,C00-C96,^C38
23,15,C00-C96,^C39
23,15,C00-C96,^C40
23,15,C00-C96,^C41
23,15,C00-C96,^C42
23,15,C00-C96,^C43
23,15,C00-C96,^C44
23,15,C00-C96,^C45
23,15,C00-C96,^C46
23,15,C00-C96,^C47
23,15,C00-C96,^C48
23,15,C00-C96,^C49
23,15,C00-C96,^C50
23,15,C00-C96,^C51
23,15,C00-C96,^C52
23,15,C00-C96,^C53
23,15,C00-C96,^C54
23,15,C00-C96,^C55
23,15,C00-C96,^C56
23,15,C00-C96,^C57
23,15,C00-C96,^C58
23,15,C00-C96,^C59
23,15,C00-C96,^C60
23,15,C00-C96,^C61
23,15,C00-C96,^C62
23,15,C00-C96,^C63
23,15,C00-C96,^C64
23,15,C00-C96,^C65
23,15,C00-C96,^C66
23,15,C00-C96,^C67
23,15,C00-C96,^C68
23,15,C00-C96,^C69
23,15,C00-C96,^C70
23,15,C00-C96,^C71
23,15,C00-C96,^C72
23,15,C00-C96,^C73
23,15,C00-C96,^C74
23,15,C00-C96,^C75
23,15,C00-C96,^C76
23,15,C00-C96,^C77
23,15,C00-C96,^C78
23,15,C00-C96,^C79
23,15,C00-C96,^C80
23,15,C00-C96,^C81
23,15,C00-C96,^C82
23,15,C00-C96,^C83
23,15,C00-C96,^C84
23,15,C00-C96,^C85
23,15,C00-C96,^C86
23,15,C00-C96,^C87
23,15,C00-C96,^C88
23,15,C00-C96,^C89
23,15,C00-C96,^C90
23,15,C00-C96,^C91
23,15,C00-C96,^C92
23,15,C00-C96,^C93
23,15,C00-C96,^C94
23,15,C00-C96,^C95
23,15,C00-C96,^C96
23,15,C7A,^C7A
23,15,C7B,^C7B
23,15,E00-E03,^E00
23,15,E00-E03,^E01
23,15,E00-E03,^E02
23,15,E00-E03,^E03
23,15,E89.0,^E890
23,15,E08-E13,^E08
23,15,E08-E13,^E09
23,15,E08-E13,^E10
23,15,E08-E13,^E11
23,15,E08-E13,^E12
23,15,E08-E13,^E13
23,15,E20,^E20
23,15,E21,^E21
23,15,E89.2,^E892
23,15,E22,^E22
23,15,E23,^E23
23,15,E89.3,^E893
23,15,E70-E88,^E70
23,15,E70-E88,^E71
23,15,E70-E88,^E72
23,15,E70-E88,^E73
23,15,E70-E88,^E74
23,15,E70-E88,^E75
23,15,E70-E88,^E76
23,15,E70-E88,^E77
23,15,E70-E88,^E78
23,15,E70-E88,^E79
23,15,E70-E88,^E80
23,15,E70-E88,^E81
23,15,E70-E88,^E82
23,15,E70-E88,^E83
23,15,E70-E88,^E84
23,15,E70-E88,^E85
23,15,E70-E88,^E86
23,15,E70-E88,^E87
23,15,E70-E88,^E88
23,15,D89,^D89
23,15,M10,^M10
23,15,E73,^E73
23,15,E84,^E84
23,15,F70-F79,^F70
23,15,F70-F79,^F71
23,15,F70-F79,^F72
23,15,F70-F79,^F73
23,15,F70-F79,^F74
23,15,F70-F79,^F75
23,15,F70-F79,^F76
23,15,F70-F79,^F77
23,15,F70-F79,^F78
23,15,F70-F79,^F79
23,15,G00-G99,^G00
23,15,G00-G99,^G01
23,15,G00-G99,^G02
23,15,G00-G99,^G03
23,15,G00-G99,^G04
23,15,G00-G99,^G05
23,15,G00-G99,^G06
23,15,G00-G99,^G07
23,15,G00-G99,^G08
23,15,G00-G99,^G09
23,15,G00-G99,^G10
23,15,G00-G99,^G11
23,15,G00-G99,^G12
23,15,G00-G99,^G13
23,15,G00-G99,^G14
23,15,G00-G99,^G15
23,15,G00-G99,^G16
23,15,G00-G99,^G17
23,15,G00-G99,^G18
23,15,G00-G99,^G19
