Year,Sex,Age,Estimate
1996,Both,34,80381
1996,Male,34,39572
1996,Female,34,40809
1997,Both,34,81300
1997,Male,34,39435
1997,Female,34,41865
1998,Both,34,81693
1998,Male,34,39421
1998,Female,34,42272
1999,Both,34,81920
1999,Male,34,39774
1999,Female,34,42146
2000,Both,34,78819
2000,Male,34,37886
2000,Female,34,40933
2001,Both,34,79964
2001,Male,34,38979
2001,Female,34,40985
2002,Both,34,77908
2002,Male,34,37254
2002,Female,34,40654
2003,Both,34,76487
2003,Male,34,36793
2003,Female,34,39694
2004,Both,34,73671
2004,Male,34,35376
2004,Female,34,38295
2005,Both,34,74446
2005,Male,34,35661
2005,Female,34,38785
2006,Both,34,71182
2006,Male,34,34171
2006,Female,34,37011
2007,Both,34,67387
2007,Male,34,32723
2007,Female,34,34664
2008,Both,34,63840
2008,Male,34,31234
2008,Female,34,32606
2009,Both,34,63107
2009,Male,34,30632
2009,Female,34,32475
2010,Both,34,62899
2010,Male,34,30930
2010,Female,34,31969
2011,Both,34,59892
2011,Male,34,29660
2011,Female,34,30232
2012,Both,34,60906
2012,Male,34,29756
2012,Female,34,31150
2013,Both,34,65463
2013,Male,34,32423
2013,Female,34,33040
2014,Both,34,67996
2014,Male,34,33294
2014,Female,34,34702
2015,Both,34,69701
2015,Male,34,34142
2015,Female,34,35559
2016,Both,34,70631
2016,Male,34,34246
2016,Female,34,36385
2017,Both,34,70047
2017,Male,34,34217
2017,Female,34,35830
2018,Both,34,69442
2018,Male,34,33983
2018,Female,34,35459
1981,Both,35,63553
1981,Male,35,31863
1981,Female,35,31690
1982,Both,35,81653
1982,Male,35,40943
1982,Female,35,40710
1983,Both,35,74510
1983,Male,35,37279
1983,Female,35,37231
1984,Both,35,71241
1984,Male,35,35644
1984,Female,35,35597
1985,Both,35,68494
1985,Male,35,34412
1985,Female,35,34082
1986,Both,35,67560
1986,Male,35,33786
1986,Female,35,33774
1987,Both,35,65043
1987,Male,35,32310
1987,Female,35,32733
1988,Both,35,66927
1988,Male,35,33395
1988,Female,35,33532
1989,Both,35,68085
1989,Male,35,33819
1989,Female,35,34266
1990,Both,35,68572
1990,Male,35,33946
1990,Female,35,34626
1991,Both,35,71408
1991,Male,35,35592
1991,Female,35,35816
1992,Both,35,72628
1992,Male,35,35635
1992,Female,35,36993
1993,Both,35,74751
1993,Male,35,36509
1993,Female,35,38242
1994,Both,35,77005
1994,Male,35,37883
1994,Female,35,39122
1995,Both,35,78444
1995,Male,35,38707
1995,Female,35,39737
1996,Both,35,79782
1996,Male,35,39019
1996,Female,35,40763
1997,Both,35,80189
1997,Male,35,39408
1997,Female,35,40781
1998,Both,35,81180
1998,Male,35,39307
1998,Female,35,41873
1999,Both,35,81590
1999,Male,35,39369
1999,Female,35,42221
2000,Both,35,81691
2000,Male,35,39611
2000,Female,35,42080
2001,Both,35,78823
2001,Male,35,37826
2001,Female,35,40997
2002,Both,35,79747
2002,Male,35,38765
2002,Female,35,40982
2003,Both,35,78037
2003,Male,35,37378
2003,Female,35,40659
2004,Both,35,76790
2004,Male,35,36960
2004,Female,35,39830
2005,Both,35,73936
2005,Male,35,35528
2005,Female,35,38408
2006,Both,35,74809
2006,Male,35,35899
2006,Female,35,38910
2007,Both,35,71889
2007,Male,35,34549
2007,Female,35,37340
2008,Both,35,67988
2008,Male,35,33099
2008,Female,35,34889
2009,Both,35,64332
2009,Male,35,31539
2009,Female,35,32793
2010,Both,35,63483
2010,Male,35,30814
2010,Female,35,32669
2011,Both,35,63532
2011,Male,35,31290
2011,Female,35,32242
2012,Both,35,59878
2012,Male,35,29606
2012,Female,35,30272
2013,Both,35,60955
2013,Male,35,29739
2013,Female,35,31216
2014,Both,35,65631
2014,Male,35,32458
2014,Female,35,33173
2015,Both,35,68314
2015,Male,35,33487
2015,Female,35,34827
2016,Both,35,70100
2016,Male,35,34347
2016,Female,35,35753
2017,Both,35,70904
2017,Male,35,34416
2017,Female,35,36488
2018,Both,35,70265
2018,Male,35,34304
2018,Female,35,35961
1981,Both,36,61031
1981,Male,36,30567
1981,Female,36,30464
1982,Both,36,63168
1982,Male,36,31628
1982,Female,36,31540
1983,Both,36,81315
1983,Male,36,40738
1983,Female,36,40577
1984,Both,36,74219
1984,Male,36,37104
1984,Female,36,37115
1985,Both,36,71050
1985,Male,36,35502
1985,Female,36,35548
1986,Both,36,68075
1986,Male,36,34151
1986,Female,36,33924
1987,Both,36,67195
1987,Male,36,33557
1987,Female,36,33638
1988,Both,36,64624
1988,Male,36,31995
1988,Female,36,32629
1989,Both,36,66900
1989,Male,36,33311
1989,Female,36,33589
1990,Both,36,68141
1990,Male,36,33815
1990,Female,36,34326
1991,Both,36,68418
1991,Male,36,33801
1991,Female,36,34617
1992,Both,36,71391
1992,Male,36,35516
1992,Female,36,35875
1993,Both,36,72696
1993,Male,36,35689
1993,Female,36,37007
1994,Both,36,74968
1994,Male,36,36597
1994,Female,36,38371
1995,Both,36,76989
1995,Male,36,37790
1995,Female,36,39199
1996,Both,36,78017
1996,Male,36,38427
1996,Female,36,39590
1997,Both,36,79534
1997,Male,36,38815
1997,Female,36,40719
1998,Both,36,80147
1998,Male,36,39317
1998,Female,36,40830
1999,Both,36,81186
1999,Male,36,39222
1999,Female,36,41964
2000,Both,36,81413
2000,Male,36,39184
2000,Female,36,42229
2001,Both,36,81648
2001,Male,36,39511
2001,Female,36,42137
2002,Both,36,78809
2002,Male,36,37756
2002,Female,36,41053
2003,Both,36,79887
2003,Male,36,38850
2003,Female,36,41037
2004,Both,36,78394
2004,Male,36,37595
2004,Female,36,40799
2005,Both,36,77110
2005,Male,36,37135
2005,Female,36,39975
2006,Both,36,74350
2006,Male,36,35698
2006,Female,36,38652
2007,Both,36,75463
2007,Male,36,36296
2007,Female,36,39167
2008,Both,36,72483
2008,Male,36,34942
2008,Female,36,37541
2009,Both,36,68426
2009,Male,36,33430
2009,Female,36,34996
2010,Both,36,64708
2010,Male,36,31772
2010,Female,36,32936
2011,Both,36,64101
2011,Male,36,31209
2011,Female,36,32892
2012,Both,36,63545
2012,Male,36,31257
2012,Female,36,32288
2013,Both,36,60035
2013,Male,36,29749
2013,Female,36,30286
2014,Both,36,61125
2014,Male,36,29810
2014,Female,36,31315
2015,Both,36,66079
2015,Male,36,32708
2015,Female,36,33371
2016,Both,36,68696
2016,Male,36,33701
2016,Female,36,34995
2017,Both,36,70398
2017,Male,36,34511
2017,Female,36,35887
2018,Both,36,71110
2018,Male,36,34613
2018,Female,36,36497
1981,Both,37,63508
1981,Male,37,31809
1981,Female,37,31699
1982,Both,37,60794
1982,Male,37,30396
1982,Female,37,30398
1983,Both,37,62819
1983,Male,37,31423
1983,Female,37,31396
1984,Both,37,81071
1984,Male,37,40570
1984,Female,37,40501
1985,Both,37,74034
1985,Male,37,36952
1985,Female,37,37082
1986,Both,37,70744
1986,Male,37,35299
1986,Female,37,35445
1987,Both,37,67791
1987,Male,37,33985
1987,Female,37,33806
1988,Both,37,66763
1988,Male,37,33280
1988,Female,37,33483
1989,Both,37,64602
1989,Male,37,31882
1989,Female,37,32720
1990,Both,37,66990
1990,Male,37,33297
1990,Female,37,33693
1991,Both,37,68152
1991,Male,37,33778
1991,Female,37,34374
1992,Both,37,68422
1992,Male,37,33756
1992,Female,37,34666
1993,Both,37,71398
1993,Male,37,35481
1993,Female,37,35917
1994,Both,37,72925
1994,Male,37,35821
1994,Female,37,37104
1995,Both,37,74959
1995,Male,37,36577
1995,Female,37,38382
1996,Both,37,76691
1996,Male,37,37594
1996,Female,37,39097
1997,Both,37,77667
1997,Male,37,38177
1997,Female,37,39490
1998,Both,37,79241
1998,Male,37,38580
1998,Female,37,40661
1999,Both,37,80113
1999,Male,37,39253
1999,Female,37,40860
2000,Both,37,81116
2000,Male,37,39098
2000,Female,37,42018
2001,Both,37,81478
2001,Male,37,39122
2001,Female,37,42356
2002,Both,37,81599
2002,Male,37,39425
2002,Female,37,42174
2003,Both,37,78997
2003,Male,37,37892
2003,Female,37,41105
2004,Both,37,80140
2004,Male,37,38983
2004,Female,37,41157
2005,Both,37,78839
2005,Male,37,37809
2005,Female,37,41030
2006,Both,37,77464
2006,Male,37,37326
2006,Female,37,40138
2007,Both,37,74742
2007,Male,37,35928
2007,Female,37,38814
2008,Both,37,75842
2008,Male,37,36503
2008,Female,37,39339
2009,Both,37,72917
2009,Male,37,35195
2009,Female,37,37722
2010,Both,37,68824
2010,Male,37,33690
2010,Female,37,35134
2011,Both,37,65333
2011,Male,37,32165
2011,Female,37,33168
2012,Both,37,64117
2012,Male,37,31202
2012,Female,37,32915
2013,Both,37,63609
2013,Male,37,31303
2013,Female,37,32306
2014,Both,37,60145
2014,Male,37,29823
2014,Female,37,30322
2015,Both,37,61363
2015,Male,37,29894
2015,Female,37,31469
2016,Both,37,66397
2016,Male,37,32926
2016,Female,37,33471
2017,Both,37,68961
2017,Male,37,33876
2017,Female,37,35085
2018,Both,37,70470
2018,Male,37,34557
2018,Female,37,35913
1981,Both,38,62713
1981,Male,38,31090
1981,Female,38,31623
1982,Both,38,63214
1982,Male,38,31556
1982,Female,38,31658
1983,Both,38,60540
1983,Male,38,30229
1983,Female,38,30311
1984,Both,38,62594
1984,Male,38,31296
1984,Female,38,31298
1985,Both,38,80898
1985,Male,38,40436
1985,Female,38,40462
1986,Both,38,73663
1986,Male,38,36721
1986,Female,38,36942
1987,Both,38,70414
1987,Male,38,35089
1987,Female,38,35325
1988,Both,38,67479
1988,Male,38,33770
1988,Female,38,33709
1989,Both,38,66745
1989,Male,38,33224
1989,Female,38,33521
1990,Both,38,64642
1990,Male,38,31866
1990,Female,38,32776
1991,Both,38,66876
1991,Male,38,33201
1991,Female,38,33675
1992,Both,38,68113
1992,Male,38,33774
1992,Female,38,34339
1993,Both,38,68527
1993,Male,38,33791
1993,Female,38,34736
1994,Both,38,71512
1994,Male,38,35498
1994,Female,38,36014
1995,Both,38,72998
1995,Male,38,35816
1995,Female,38,37182
1996,Both,38,74798
1996,Male,38,36447
1996,Female,38,38351
1997,Both,38,76494
1997,Male,38,37418
1997,Female,38,39076
1998,Both,38,77412
1998,Male,38,37937
1998,Female,38,39475
1999,Both,38,79041
1999,Male,38,38471
1999,Female,38,40570
2000,Both,38,80009
2000,Male,38,39138
2000,Female,38,40871
2001,Both,38,81265
2001,Male,38,39110
2001,Female,38,42155
2002,Both,38,81387
2002,Male,38,38997
2002,Female,38,42390
2003,Both,38,81858
2003,Male,38,39630
2003,Female,38,42228
2004,Both,38,79338
2004,Male,38,38128
2004,Female,38,41210
2005,Both,38,80363
2005,Male,38,39121
2005,Female,38,41242
2006,Both,38,79209
2006,Male,38,38082
2006,Female,38,41127
2007,Both,38,77969
2007,Male,38,37611
2007,Female,38,40358
2008,Both,38,75212
2008,Male,38,36217
2008,Female,38,38995
2009,Both,38,76232
2009,Male,38,36696
2009,Female,38,39536
2010,Both,38,73386
2010,Male,38,35481
2010,Female,38,37905
2011,Both,38,69274
2011,Male,38,34009
2011,Female,38,35265
2012,Both,38,65226
2012,Male,38,32118
2012,Female,38,33108
2013,Both,38,64203
2013,Male,38,31290
2013,Female,38,32913
2014,Both,38,63706
2014,Male,38,31318
2014,Female,38,32388
2015,Both,38,60428
2015,Male,38,29942
2015,Female,38,30486
2016,Both,38,61788
2016,Male,38,30125
2016,Female,38,31663
2017,Both,38,66716
2017,Male,38,33130
2017,Female,38,33586
2018,Both,38,69208
2018,Male,38,34016
2018,Female,38,35192
1981,Both,39,59363
1981,Male,39,29290
1981,Female,39,30073
1982,Both,39,62465
1982,Male,39,30938
1982,Female,39,31527
1983,Both,39,62905
1983,Male,39,31297
1983,Female,39,31608
1984,Both,39,60375
1984,Male,39,30144
1984,Female,39,30231
1985,Both,39,62476
1985,Male,39,31231
1985,Female,39,31245
1986,Both,39,80508
1986,Male,39,40191
1986,Female,39,40317
1987,Both,39,73376
1987,Male,39,36566
1987,Female,39,36810
1988,Both,39,70002
1988,Male,39,34836
1988,Female,39,35166
1989,Both,39,67406
1989,Male,39,33650
1989,Female,39,33756
1990,Both,39,66781
1990,Male,39,33202
1990,Female,39,33579
1991,Both,39,64516
1991,Male,39,31753
1991,Female,39,32763
1992,Both,39,66898
1992,Male,39,33204
1992,Female,39,33694
1993,Both,39,68249
1993,Male,39,33846
1993,Female,39,34403
1994,Both,39,68661
1994,Male,39,33837
1994,Female,39,34824
1995,Both,39,71505
1995,Male,39,35455
1995,Female,39,36050
1996,Both,39,72844
1996,Male,39,35652
1996,Female,39,37192
1997,Both,39,74678
1997,Male,39,36380
1997,Female,39,38298
1998,Both,39,76337
1998,Male,39,37300
1998,Female,39,39037
1999,Both,39,77156
1999,Male,39,37785
1999,Female,39,39371
2000,Both,39,78829
2000,Male,39,38296
2000,Female,39,40533
2001,Both,39,80018
2001,Male,39,39121
2001,Female,39,40897
2002,Both,39,81160
2002,Male,39,39037
2002,Female,39,42123
2003,Both,39,81563
2003,Male,39,39142
2003,Female,39,42421
2004,Both,39,82156
2004,Male,39,39793
2004,Female,39,42363
2005,Both,39,79787
2005,Male,39,38441
2005,Female,39,41346
2006,Both,39,80658
2006,Male,39,39364
2006,Female,39,41294
2007,Both,39,79717
2007,Male,39,38428
2007,Female,39,41289
2008,Both,39,78349
2008,Male,39,37885
2008,Female,39,40464
2009,Both,39,75614
2009,Male,39,36458
2009,Female,39,39156
2010,Both,39,76514
2010,Male,39,36849
2010,Female,39,39665
2011,Both,39,73861
2011,Male,39,35796
2011,Female,39,38065
2012,Both,39,69223
2012,Male,39,33964
2012,Female,39,35259
2013,Both,39,65308
2013,Male,39,32161
2013,Female,39,33147
2014,Both,39,64350
2014,Male,39,31364
2014,Female,39,32986
2015,Both,39,63953
2015,Male,39,31434
2015,Female,39,32519
2016,Both,39,60772
2016,Male,39,30169
2016,Female,39,30603
2017,Both,39,62074
2017,Male,39,30293
2017,Female,39,31781
2018,Both,39,66944
2018,Male,39,33259
2018,Female,39,33685
1981,Both,40,56522
1981,Male,40,27789
1981,Female,40,28733
1982,Both,40,59075
1982,Male,40,29149
1982,Female,40,29926
1983,Both,40,62217
1983,Male,40,30804
1983,Female,40,31413
1984,Both,40,62783
1984,Male,40,31251
1984,Female,40,31532
1985,Both,40,60304
1985,Male,40,30116
1985,Female,40,30188
1986,Both,40,62230
1986,Male,40,31082
1986,Female,40,31148
1987,Both,40,80203
1987,Male,40,39961
1987,Female,40,40242
1988,Both,40,73009
1988,Male,40,36350
1988,Female,40,36659
1989,Both,40,69976
1989,Male,40,34754
1989,Female,40,35222
1990,Both,40,67413
1990,Male,40,33596
1990,Female,40,33817
1991,Both,40,66711
1991,Male,40,33156
1991,Female,40,33555
1992,Both,40,64591
1992,Male,40,31819
1992,Female,40,32772
1993,Both,40,67004
1993,Male,40,33275
1993,Female,40,33729
1994,Both,40,68460
1994,Male,40,33964
1994,Female,40,34496
1995,Both,40,68723
1995,Male,40,33922
1995,Female,40,34801
1996,Both,40,71347
1996,Male,40,35318
1996,Female,40,36029
1997,Both,40,72763
1997,Male,40,35605
1997,Female,40,37158
1998,Both,40,74700
1998,Male,40,36375
1998,Female,40,38325
1999,Both,40,76259
1999,Male,40,37209
1999,Female,40,39050
2000,Both,40,76948
2000,Male,40,37638
2000,Female,40,39310
2001,Both,40,78712
2001,Male,40,38174
2001,Female,40,40538
2002,Both,40,80118
2002,Male,40,39231
2002,Female,40,40887
2003,Both,40,81345
2003,Male,40,39173
2003,Female,40,42172
2004,Both,40,81820
2004,Male,40,39326
2004,Female,40,42494
2005,Both,40,82514
2005,Male,40,40014
2005,Female,40,42500
2006,Both,40,79983
2006,Male,40,38619
2006,Female,40,41364
2007,Both,40,81013
2007,Male,40,39599
2007,Female,40,41414
2008,Both,40,80045
2008,Male,40,38627
2008,Female,40,41418
2009,Both,40,78540
2009,Male,40,38026
2009,Female,40,40514
2010,Both,40,75763
2010,Male,40,36570
2010,Female,40,39193
2011,Both,40,76830
2011,Male,40,37075
2011,Female,40,39755
2012,Both,40,73720
2012,Male,40,35688
2012,Female,40,38032
2013,Both,40,69308
2013,Male,40,34002
2013,Female,40,35306
2014,Both,40,65320
2014,Male,40,32132
2014,Female,40,33188
2015,Both,40,64459
2015,Male,40,31390
2015,Female,40,33069
2016,Both,40,64126
2016,Male,40,31504
2016,Female,40,32622
2017,Both,40,60895
2017,Male,40,30245
2017,Female,40,30650
2018,Both,40,62120
2018,Male,40,30305
2018,Female,40,31815
1981,Both,41,59017
1981,Male,41,28926
1981,Female,41,30091
1982,Both,41,56276
1982,Male,41,27644
1982,Female,41,28632
1983,Both,41,58759
1983,Male,41,28961
1983,Female,41,29798
1984,Both,41,61966
1984,Male,41,30681
1984,Female,41,31285
1985,Both,41,62631
1985,Male,41,31197
1985,Female,41,31434
1986,Both,41,60022
1986,Male,41,29960
1986,Female,41,30062
1987,Both,41,62010
1987,Male,41,30955
1987,Female,41,31055
1988,Both,41,79821
1988,Male,41,39757
1988,Female,41,40064
1989,Both,41,73019
1989,Male,41,36330
1989,Female,41,36689
1990,Both,41,70026
1990,Male,41,34779
1990,Female,41,35247
1991,Both,41,67363
1991,Male,41,33549
1991,Female,41,33814
1992,Both,41,66687
1992,Male,41,33128
1992,Female,41,33559
1993,Both,41,64644
1993,Male,41,31867
1993,Female,41,32777
1994,Both,41,67031
1994,Male,41,33284
1994,Female,41,33747
1995,Both,41,68406
1995,Male,41,33912
1995,Female,41,34494
1996,Both,41,68588
1996,Male,41,33843
1996,Female,41,34745
1997,Both,41,71215
1997,Male,41,35254
1997,Female,41,35961
1998,Both,41,72751
1998,Male,41,35613
1998,Female,41,37138
1999,Both,41,74683
1999,Male,41,36386
1999,Female,41,38297
2000,Both,41,76061
2000,Male,41,37030
2000,Female,41,39031
2001,Both,41,76729
2001,Male,41,37491
2001,Female,41,39238
2002,Both,41,78792
2002,Male,41,38289
2002,Female,41,40503
2003,Both,41,80169
2003,Male,41,39256
2003,Female,41,40913
2004,Both,41,81579
2004,Male,41,39319
2004,Female,41,42260
2005,Both,41,82161
2005,Male,41,39520
2005,Female,41,42641
2006,Both,41,82775
2006,Male,41,40201
2006,Female,41,42574
2007,Both,41,80258
2007,Male,41,38792
2007,Female,41,41466
2008,Both,41,81116
2008,Male,41,39651
2008,Female,41,41465
2009,Both,41,80220
2009,Male,41,38748
2009,Female,41,41472
2010,Both,41,78685
2010,Male,41,38056
2010,Female,41,40629
2011,Both,41,76006
2011,Male,41,36731
2011,Female,41,39275
2012,Both,41,76712
2012,Male,41,36931
2012,Female,41,39781
2013,Both,41,73718
2013,Male,41,35703
2013,Female,41,38015
2014,Both,41,69361
2014,Male,41,33970
2014,Female,41,35391
2015,Both,41,65347
2015,Male,41,32144
2015,Female,41,33203
2016,Both,41,64558
2016,Male,41,31398
2016,Female,41,33160
2017,Both,41,64175
2017,Male,41,31468
2017,Female,41,32707
2018,Both,41,60952
2018,Male,41,30240
2018,Female,41,30712
1981,Both,42,59183
1981,Male,42,29120
1981,Female,42,30063
1982,Both,42,58694
1982,Male,42,28755
1982,Female,42,29939
1983,Both,42,56033
1983,Male,42,27510
1983,Female,42,28523
1984,Both,42,58548
1984,Male,42,28870
1984,Female,42,29678
1985,Both,42,61811
1985,Male,42,30610
1985,Female,42,31201
1986,Both,42,62381
1986,Male,42,31073
1986,Female,42,31308
1987,Both,42,59806
1987,Male,42,29811
1987,Female,42,29995
1988,Both,42,61726
1988,Male,42,30841
1988,Female,42,30885
1989,Both,42,79858
1989,Male,42,39748
1989,Female,42,40110
1990,Both,42,73089
1990,Male,42,36338
1990,Female,42,36751
1991,Both,42,69947
1991,Male,42,34710
1991,Female,42,35237
1992,Both,42,67366
1992,Male,42,33543
1992,Female,42,33823
1993,Both,42,66755
1993,Male,42,33143
1993,Female,42,33612
1994,Both,42,64757
1994,Male,42,31994
1994,Female,42,32763
1995,Both,42,67006
1995,Male,42,33248
1995,Female,42,33758
1996,Both,42,68298
1996,Male,42,33818
1996,Female,42,34480
1997,Both,42,68443
1997,Male,42,33775
1997,Female,42,34668
1998,Both,42,71165
1998,Male,42,35199
1998,Female,42,35966
1999,Both,42,72698
1999,Male,42,35579
1999,Female,42,37119
2000,Both,42,74578
2000,Male,42,36315
2000,Female,42,38263
2001,Both,42,76084
2001,Male,42,36990
2001,Female,42,39094
2002,Both,42,76673
2002,Male,42,37533
2002,Female,42,39140
2003,Both,42,78682
2003,Male,42,38233
2003,Female,42,40449
2004,Both,42,80313
2004,Male,42,39346
2004,Female,42,40967
2005,Both,42,81863
2005,Male,42,39511
2005,Female,42,42352
2006,Both,42,82269
2006,Male,42,39633
2006,Female,42,42636
2007,Both,42,83089
2007,Male,42,40447
2007,Female,42,42642
2008,Both,42,80590
2008,Male,42,39039
2008,Female,42,41551
2009,Both,42,81130
2009,Male,42,39703
2009,Female,42,41427
2010,Both,42,80330
2010,Male,42,38787
2010,Female,42,41543
2011,Both,42,78902
2011,Male,42,38207
2011,Female,42,40695
2012,Both,42,75830
2012,Male,42,36619
2012,Female,42,39211
2013,Both,42,76686
2013,Male,42,36932
2013,Female,42,39754
2014,Both,42,73776
2014,Male,42,35727
2014,Female,42,38049
2015,Both,42,69421
2015,Male,42,33994
2015,Female,42,35427
2016,Both,42,65486
2016,Male,42,32214
2016,Female,42,33272
2017,Both,42,64675
2017,Male,42,31408
2017,Female,42,33267
2018,Both,42,64225
2018,Male,42,31456
2018,Female,42,32769
1981,Both,43,59298
1981,Male,43,29259
1981,Female,43,30039
1982,Both,43,58948
1982,Male,43,28997
1982,Female,43,29951
1983,Both,43,58432
1983,Male,43,28596
1983,Female,43,29836
1984,Both,43,55820
1984,Male,43,27395
1984,Female,43,28425
1985,Both,43,58385
1985,Male,43,28796
1985,Female,43,29589
1986,Both,43,61656
1986,Male,43,30527
1986,Female,43,31129
1987,Both,43,62110
1987,Male,43,30940
1987,Female,43,31170
1988,Both,43,59500
1988,Male,43,29633
1988,Female,43,29867
1989,Both,43,61764
1989,Male,43,30840
1989,Female,43,30924
1990,Both,43,79769
1990,Male,43,39688
1990,Female,43,40081
1991,Both,43,73044
1991,Male,43,36291
1991,Female,43,36753
1992,Both,43,69984
1992,Male,43,34740
1992,Female,43,35244
1993,Both,43,67456
