"exclude_if_any","description_icd9"
"018.82","Tuberculosis"
"018.83","Tuberculosis"
"018.84","Tuberculosis"
"018.85","Tuberculosis"
"018.86","Tuberculosis"
"018.87","Tuberculosis"
"018.88","Tuberculosis"
"018.89","Tuberculosis"
"018.9","Tuberculosis"
"018.90","Tuberculosis"
"018.91","Tuberculosis"
"018.92","Tuberculosis"
"018.93","Tuberculosis"
"018.94","Tuberculosis"
"018.95","Tuberculosis"
"018.96","Tuberculosis"
"018.97","Tuberculosis"
"018.98","Tuberculosis"
"018.99","Tuberculosis"
"070.00","Viral hepatitis"
"070.01","Viral hepatitis"
"070.02","Viral hepatitis"
"070.03","Viral hepatitis"
"070.04","Viral hepatitis"
"070.05","Viral hepatitis"
"070.06","Viral hepatitis"
"070.07","Viral hepatitis"
"070.08","Viral hepatitis"
"070.09","Viral hepatitis"
"070.1","Viral hepatitis"
"070.10","Viral hepatitis"
"070.11","Viral hepatitis"
"070.12","Viral hepatitis"
"070.13","Viral hepatitis"
"070.14","Viral hepatitis"
"070.15","Viral hepatitis"
"070.16","Viral hepatitis"
"070.17","Viral hepatitis"
"070.18","Viral hepatitis"
"070.19","Viral hepatitis"
"070.2","Viral hepatitis"
"070.20","Viral hepatitis"
"070.21","Viral hepatitis"
"070.22","Viral hepatitis"
"070.23","Viral hepatitis"
"070.24","Viral hepatitis"
"070.25","Viral hepatitis"
"070.26","Viral hepatitis"
"070.27","Viral hepatitis"
"070.28","Viral hepatitis"
"070.29","Viral hepatitis"
"070.3","Viral hepatitis"
"070.30","Viral hepatitis"
"070.31","Viral hepatitis"
"070.32","Viral hepatitis"
"070.33","Viral hepatitis"
"070.34","Viral hepatitis"
"070.35","Viral hepatitis"
"070.36","Viral hepatitis"
"070.37","Viral hepatitis"
"070.38","Viral hepatitis"
"070.39","Viral hepatitis"
"070.4","Viral hepatitis"
"070.40","Viral hepatitis"
"070.41","Viral hepatitis"
"070.42","Viral hepatitis"
"070.43","Viral hepatitis"
"070.44","Viral hepatitis"
"070.45","Viral hepatitis"
"070.46","Viral hepatitis"
"070.47","Viral hepatitis"
"070.48","Viral hepatitis"
"070.49","Viral hepatitis"
"070.5","Viral hepatitis"
"070.50","Viral hepatitis"
"070.51","Viral hepatitis"
"070.52","Viral hepatitis"
"070.53","Viral hepatitis"
"070.54","Viral hepatitis"
"070.55","Viral hepatitis"
"070.56","Viral hepatitis"
"070.57","Viral hepatitis"
"070.58","Viral hepatitis"
"070.59","Viral hepatitis"
"070.6","Viral hepatitis"
"070.60","Viral hepatitis"
"070.61","Viral hepatitis"
"070.62","Viral hepatitis"
"070.63","Viral hepatitis"
"070.64","Viral hepatitis"
"070.65","Viral hepatitis"
"070.66","Viral hepatitis"
"070.67","Viral hepatitis"
"070.68","Viral hepatitis"
"070.69","Viral hepatitis"
"070.7","Viral hepatitis"
"070.70","Viral hepatitis"
"070.71","Viral hepatitis"
"070.72","Viral hepatitis"
"070.73","Viral hepatitis"
"070.74","Viral hepatitis"
"070.75","Viral hepatitis"
"070.76","Viral hepatitis"
"070.77","Viral hepatitis"
"070.78","Viral hepatitis"
"070.79","Viral hepatitis"
"070.8","Viral hepatitis"
"070.80","Viral hepatitis"
"070.81","Viral hepatitis"
"070.82","Viral hepatitis"
"070.83","Viral hepatitis"
"070.84","Viral hepatitis"
"070.85","Viral hepatitis"
"070.86","Viral hepatitis"
"070.87","Viral hepatitis"
"070.88","Viral hepatitis"
"070.89","Viral hepatitis"
"070.9","Viral hepatitis"
"070.90","Viral hepatitis"
"070.91","Viral hepatitis"
"070.92","Viral hepatitis"
"070.93","Viral hepatitis"
"070.94","Viral hepatitis"
"070.95","Viral hepatitis"
"070.96","Viral hepatitis"
"070.97","Viral hepatitis"
"070.98","Viral hepatitis"
"070.99","Viral hepatitis"
"140.0","Malignancy"
"140.00","Malignancy"
"140.01","Malignancy"
"140.02","Malignancy"
"140.03","Malignancy"
"140.04","Malignancy"
"140.05","Malignancy"
"140.06","Malignancy"
"140.07","Malignancy"
"140.08","Malignancy"
"140.09","Malignancy"
"140.1","Malignancy"
"140.10","Malignancy"
"140.11","Malignancy"
"140.12","Malignancy"
"140.13","Malignancy"
"140.14","Malignancy"
"140.15","Malignancy"
"140.16","Malignancy"
"140.17","Malignancy"
"140.18","Malignancy"
"140.19","Malignancy"
"140.2","Malignancy"
"140.20","Malignancy"
"140.21","Malignancy"
"140.22","Malignancy"
"140.23","Malignancy"
"140.24","Malignancy"
"140.25","Malignancy"
"140.26","Malignancy"
"140.27","Malignancy"
"140.28","Malignancy"
"140.29","Malignancy"
"140.3","Malignancy"
"140.30","Malignancy"
"140.31","Malignancy"
"140.32","Malignancy"
"140.33","Malignancy"
"140.34","Malignancy"
"140.35","Malignancy"
"140.36","Malignancy"
"140.37","Malignancy"
"140.38","Malignancy"
"140.39","Malignancy"
"140.4","Malignancy"
"140.40","Malignancy"
"140.41","Malignancy"
"140.42","Malignancy"
"140.43","Malignancy"
"140.44","Malignancy"
"140.45","Malignancy"
"140.46","Malignancy"
"140.47","Malignancy"
"140.48","Malignancy"
"140.49","Malignancy"
"140.5","Malignancy"
"140.50","Malignancy"
"140.51","Malignancy"
"140.52","Malignancy"
"140.53","Malignancy"
"140.54","Malignancy"
"140.55","Malignancy"
"140.56","Malignancy"
"140.57","Malignancy"
"140.58","Malignancy"
"140.59","Malignancy"
"140.6","Malignancy"
"140.60","Malignancy"
"140.61","Malignancy"
"140.62","Malignancy"
"140.63","Malignancy"
"140.64","Malignancy"
"140.65","Malignancy"
"140.66","Malignancy"
"140.67","Malignancy"
"140.68","Malignancy"
"140.69","Malignancy"
"140.7","Malignancy"
"140.70","Malignancy"
"140.71","Malignancy"
"140.72","Malignancy"
"140.73","Malignancy"
"140.74","Malignancy"
"140.75","Malignancy"
"140.76","Malignancy"
"140.77","Malignancy"
"140.78","Malignancy"
"140.79","Malignancy"
"140.8","Malignancy"
"140.80","Malignancy"
"140.81","Malignancy"
"140.82","Malignancy"
"140.83","Malignancy"
"140.84","Malignancy"
"140.85","Malignancy"
"140.86","Malignancy"
"140.87","Malignancy"
"140.88","Malignancy"
"140.89","Malignancy"
"140.9","Malignancy"
"140.90","Malignancy"
"140.91","Malignancy"
"140.92","Malignancy"
"140.93","Malignancy"
"140.94","Malignancy"
"140.95","Malignancy"
"140.96","Malignancy"
"140.97","Malignancy"
"140.98","Malignancy"
"140.99","Malignancy"
"141","Malignancy"
"141.0","Malignancy"
"141.00","Malignancy"
"141.01","Malignancy"
"141.02","Malignancy"
"141.03","Malignancy"
"141.04","Malignancy"
"141.05","Malignancy"
"141.06","Malignancy"
"141.07","Malignancy"
"141.08","Malignancy"
"141.09","Malignancy"
"141.1","Malignancy"
"141.10","Malignancy"
"141.11","Malignancy"
"141.12","Malignancy"
"141.13","Malignancy"
"141.14","Malignancy"
"141.15","Malignancy"
"141.16","Malignancy"
"141.17","Malignancy"
"141.18","Malignancy"
"141.19","Malignancy"
"141.2","Malignancy"
"141.20","Malignancy"
"141.21","Malignancy"
"141.22","Malignancy"
"141.23","Malignancy"
"141.24","Malignancy"
"141.25","Malignancy"
"141.26","Malignancy"
"141.27","Malignancy"
"141.28","Malignancy"
"141.29","Malignancy"
"141.3","Malignancy"
"141.30","Malignancy"
"141.31","Malignancy"
"141.32","Malignancy"
"141.33","Malignancy"
"141.34","Malignancy"
"141.35","Malignancy"
"141.36","Malignancy"
"141.37","Malignancy"
"141.38","Malignancy"
"141.39","Malignancy"
"141.4","Malignancy"
"141.40","Malignancy"
"141.41","Malignancy"
"141.42","Malignancy"
"141.43","Malignancy"
"141.44","Malignancy"
"141.45","Malignancy"
"141.46","Malignancy"
"141.47","Malignancy"
"141.48","Malignancy"
"141.49","Malignancy"
"141.5","Malignancy"
"141.50","Malignancy"
"141.51","Malignancy"
"141.52","Malignancy"
"141.53","Malignancy"
"141.54","Malignancy"
"141.55","Malignancy"
"141.56","Malignancy"
"141.57","Malignancy"
"141.58","Malignancy"
"141.59","Malignancy"
"141.6","Malignancy"
"141.60","Malignancy"
"141.61","Malignancy"
"141.62","Malignancy"
"141.63","Malignancy"
"141.64","Malignancy"
"141.65","Malignancy"
"141.66","Malignancy"
"141.67","Malignancy"
"141.68","Malignancy"
"141.69","Malignancy"
"141.7","Malignancy"
"141.70","Malignancy"
"141.71","Malignancy"
"141.72","Malignancy"
"141.73","Malignancy"
"141.74","Malignancy"
"141.75","Malignancy"
"141.76","Malignancy"
"141.77","Malignancy"
"141.78","Malignancy"
"141.79","Malignancy"
"141.8","Malignancy"
"141.80","Malignancy"
"141.81","Malignancy"
"141.82","Malignancy"
"141.83","Malignancy"
"141.84","Malignancy"
"141.85","Malignancy"
"141.86","Malignancy"
"141.87","Malignancy"
"141.88","Malignancy"
"141.89","Malignancy"
"141.9","Malignancy"
"141.90","Malignancy"
"141.91","Malignancy"
"141.92","Malignancy"
"141.93","Malignancy"
"141.94","Malignancy"
"141.95","Malignancy"
"141.96","Malignancy"
"141.97","Malignancy"
"141.98","Malignancy"
"141.99","Malignancy"
"142","Malignancy"
"142.0","Malignancy"
"142.00","Malignancy"
"142.01","Malignancy"
"142.02","Malignancy"
"142.03","Malignancy"
"142.04","Malignancy"
"142.05","Malignancy"
"142.06","Malignancy"
"142.07","Malignancy"
"142.08","Malignancy"
"142.09","Malignancy"
"142.1","Malignancy"
"142.10","Malignancy"
"142.11","Malignancy"
"142.12","Malignancy"
"142.13","Malignancy"
"142.14","Malignancy"
"142.15","Malignancy"
"142.16","Malignancy"
"142.17","Malignancy"
"142.18","Malignancy"
"142.19","Malignancy"
"142.2","Malignancy"
"142.20","Malignancy"
"142.21","Malignancy"
"142.22","Malignancy"
"142.23","Malignancy"
"142.24","Malignancy"
"142.25","Malignancy"
"142.26","Malignancy"
"142.27","Malignancy"
"142.28","Malignancy"
"142.29","Malignancy"
"142.3","Malignancy"
"142.30","Malignancy"
"142.31","Malignancy"
"142.32","Malignancy"
"142.33","Malignancy"
"142.34","Malignancy"
"142.35","Malignancy"
"142.36","Malignancy"
"142.37","Malignancy"
"142.38","Malignancy"
"142.39","Malignancy"
"142.4","Malignancy"
"142.40","Malignancy"
"142.41","Malignancy"
"142.42","Malignancy"
"142.43","Malignancy"
"142.44","Malignancy"
"142.45","Malignancy"
"142.46","Malignancy"
"142.47","Malignancy"
"142.48","Malignancy"
"142.49","Malignancy"
"142.5","Malignancy"
"142.50","Malignancy"
"142.51","Malignancy"
"142.52","Malignancy"
"142.53","Malignancy"
"142.54","Malignancy"
"142.55","Malignancy"
"142.56","Malignancy"
"142.57","Malignancy"
"142.58","Malignancy"
"142.59","Malignancy"
"142.6","Malignancy"
"142.60","Malignancy"
"142.61","Malignancy"
"142.62","Malignancy"
"142.63","Malignancy"
"142.64","Malignancy"
"142.65","Malignancy"
"142.66","Malignancy"
"142.67","Malignancy"
"142.68","Malignancy"
"142.69","Malignancy"
"142.7","Malignancy"
"142.70","Malignancy"
"142.71","Malignancy"
"142.72","Malignancy"
"142.73","Malignancy"
"142.74","Malignancy"
"142.75","Malignancy"
"142.76","Malignancy"
"142.77","Malignancy"
"142.78","Malignancy"
"142.79","Malignancy"
"142.8","Malignancy"
"142.80","Malignancy"
"142.81","Malignancy"
"142.82","Malignancy"
"142.83","Malignancy"
"142.84","Malignancy"
"142.85","Malignancy"
"142.86","Malignancy"
"142.87","Malignancy"
"142.88","Malignancy"
"142.89","Malignancy"
"142.9","Malignancy"
"142.90","Malignancy"
"142.91","Malignancy"
"142.92","Malignancy"
"142.93","Malignancy"
"142.94","Malignancy"
"142.95","Malignancy"
"142.96","Malignancy"
"142.97","Malignancy"
"142.98","Malignancy"
"142.99","Malignancy"
"143","Malignancy"
"143.0","Malignancy"
"143.00","Malignancy"
"143.01","Malignancy"
"143.02","Malignancy"
"143.03","Malignancy"
"143.04","Malignancy"
"143.05","Malignancy"
"143.06","Malignancy"
"143.07","Malignancy"
"143.08","Malignancy"
"143.09","Malignancy"
"143.1","Malignancy"
"143.10","Malignancy"
"143.11","Malignancy"
"143.12","Malignancy"
"143.13","Malignancy"
"143.14","Malignancy"
"143.15","Malignancy"
"143.16","Malignancy"
"143.17","Malignancy"
"143.18","Malignancy"
"143.19","Malignancy"
"143.2","Malignancy"
"143.20","Malignancy"
"143.21","Malignancy"
"143.22","Malignancy"
"143.23","Malignancy"
"143.24","Malignancy"
"143.25","Malignancy"
"143.26","Malignancy"
"143.27","Malignancy"
"143.28","Malignancy"
"143.29","Malignancy"
"143.3","Malignancy"
"143.30","Malignancy"
"143.31","Malignancy"
"143.32","Malignancy"
"143.33","Malignancy"
"143.34","Malignancy"
"143.35","Malignancy"
"143.36","Malignancy"
"143.37","Malignancy"
"143.38","Malignancy"
"143.39","Malignancy"
"143.4","Malignancy"
"143.40","Malignancy"
"143.41","Malignancy"
"143.42","Malignancy"
"143.43","Malignancy"
"143.44","Malignancy"
"143.45","Malignancy"
"143.46","Malignancy"
"143.47","Malignancy"
"143.48","Malignancy"
"143.49","Malignancy"
"143.5","Malignancy"
"143.50","Malignancy"
"143.51","Malignancy"
"143.52","Malignancy"
"143.53","Malignancy"
"143.54","Malignancy"
"143.55","Malignancy"
"143.56","Malignancy"
"143.57","Malignancy"
"143.58","Malignancy"
"143.59","Malignancy"
"143.6","Malignancy"
"143.60","Malignancy"
"143.61","Malignancy"
"143.62","Malignancy"
"143.63","Malignancy"
"143.64","Malignancy"
"143.65","Malignancy"
"143.66","Malignancy"
"143.67","Malignancy"
"143.68","Malignancy"
"143.69","Malignancy"
"143.7","Malignancy"
"143.70","Malignancy"
"143.71","Malignancy"
"143.72","Malignancy"
"143.73","Malignancy"
"143.74","Malignancy"
"143.75","Malignancy"
"143.76","Malignancy"
"143.77","Malignancy"
"143.78","Malignancy"
"143.79","Malignancy"
"143.8","Malignancy"
"143.80","Malignancy"
"143.81","Malignancy"
"143.82","Malignancy"
"143.83","Malignancy"
"143.84","Malignancy"
"143.85","Malignancy"
"143.86","Malignancy"
"143.87","Malignancy"
"143.88","Malignancy"
"143.89","Malignancy"
"143.9","Malignancy"
"143.90","Malignancy"
"143.91","Malignancy"
"143.92","Malignancy"
"143.93","Malignancy"
"143.94","Malignancy"
"143.95","Malignancy"
"143.96","Malignancy"
"143.97","Malignancy"
"143.98","Malignancy"
"143.99","Malignancy"
"144","Malignancy"
"144.0","Malignancy"
"144.00","Malignancy"
"144.01","Malignancy"
"144.02","Malignancy"
"144.03","Malignancy"
"144.04","Malignancy"
"144.05","Malignancy"
"144.06","Malignancy"
"144.07","Malignancy"
"144.08","Malignancy"
"144.09","Malignancy"
"144.1","Malignancy"
"144.10","Malignancy"
"144.11","Malignancy"
"144.12","Malignancy"
"144.13","Malignancy"
"144.14","Malignancy"
"144.15","Malignancy"
"144.16","Malignancy"
"144.17","Malignancy"
"144.18","Malignancy"
"144.19","Malignancy"
"144.2","Malignancy"
"144.20","Malignancy"
"144.21","Malignancy"
"144.22","Malignancy"
"144.23","Malignancy"
"144.24","Malignancy"
"144.25","Malignancy"
"144.26","Malignancy"
"144.27","Malignancy"
"144.28","Malignancy"
"144.29","Malignancy"
"144.3","Malignancy"
"144.30","Malignancy"
"144.31","Malignancy"
"144.32","Malignancy"
"144.33","Malignancy"
"144.34","Malignancy"
"144.35","Malignancy"
"144.36","Malignancy"
"144.37","Malignancy"
"144.38","Malignancy"
"144.39","Malignancy"
"144.4","Malignancy"
"144.40","Malignancy"
"144.41","Malignancy"
"144.42","Malignancy"
"144.43","Malignancy"
"144.44","Malignancy"
"144.45","Malignancy"
"144.46","Malignancy"
"144.47","Malignancy"
"144.48","Malignancy"
"144.49","Malignancy"
"144.5","Malignancy"
"144.50","Malignancy"
"144.51","Malignancy"
"144.52","Malignancy"
"144.53","Malignancy"
"144.54","Malignancy"
"144.55","Malignancy"
"144.56","Malignancy"
"144.57","Malignancy"
"144.58","Malignancy"
"144.59","Malignancy"
"144.6","Malignancy"
"144.60","Malignancy"
"144.61","Malignancy"
"144.62","Malignancy"
"144.63","Malignancy"
"144.64","Malignancy"
"144.65","Malignancy"
"144.66","Malignancy"
"144.67","Malignancy"
"144.68","Malignancy"
"144.69","Malignancy"
"144.7","Malignancy"
"144.70","Malignancy"
"144.71","Malignancy"
"144.72","Malignancy"
"144.73","Malignancy"
"144.74","Malignancy"
"144.75","Malignancy"
"144.76","Malignancy"
"144.77","Malignancy"
"144.78","Malignancy"
"144.79","Malignancy"
"144.8","Malignancy"
"144.80","Malignancy"
"144.81","Malignancy"
"144.82","Malignancy"
"144.83","Malignancy"
"144.84","Malignancy"
"144.85","Malignancy"
"144.86","Malignancy"
"144.87","Malignancy"
"144.88","Malignancy"
"144.89","Malignancy"
"144.9","Malignancy"
"144.90","Malignancy"
"144.91","Malignancy"
"144.92","Malignancy"
"144.93","Malignancy"
"144.94","Malignancy"
"144.95","Malignancy"
"144.96","Malignancy"
"144.97","Malignancy"
"144.98","Malignancy"
"144.99","Malignancy"
"145","Malignancy"
"145.0","Malignancy"
"145.00","Malignancy"
"145.01","Malignancy"
"145.02","Malignancy"
"145.03","Malignancy"
"145.04","Malignancy"
"145.05","Malignancy"
"145.06","Malignancy"
"145.07","Malignancy"
"145.08","Malignancy"
"145.09","Malignancy"
"145.1","Malignancy"
"145.10","Malignancy"
"145.11","Malignancy"
"145.12","Malignancy"
"145.13","Malignancy"
"145.14","Malignancy"
"145.15","Malignancy"
"145.16","Malignancy"
"145.17","Malignancy"
"145.18","Malignancy"
"145.19","Malignancy"
"145.2","Malignancy"
"145.20","Malignancy"
"145.21","Malignancy"
"145.22","Malignancy"
"145.23","Malignancy"
"145.24","Malignancy"
"145.25","Malignancy"
"145.26","Malignancy"
"145.27","Malignancy"
"145.28","Malignancy"
"145.29","Malignancy"
"145.3","Malignancy"
"145.30","Malignancy"
"145.31","Malignancy"
"145.32","Malignancy"
"145.33","Malignancy"
"145.34","Malignancy"
"145.35","Malignancy"
"145.36","Malignancy"
"145.37","Malignancy"
"145.38","Malignancy"
"145.39","Malignancy"
"145.4","Malignancy"
"145.40","Malignancy"
"145.41","Malignancy"
"145.42","Malignancy"
"145.43","Malignancy"
"145.44","Malignancy"
"145.45","Malignancy"
"145.46","Malignancy"
"145.47","Malignancy"
"145.48","Malignancy"
"145.49","Malignancy"
"145.5","Malignancy"
"145.50","Malignancy"
"145.51","Malignancy"
"145.52","Malignancy"
"145.53","Malignancy"
"145.54","Malignancy"
"145.55","Malignancy"
"145.56","Malignancy"
"145.57","Malignancy"
"145.58","Malignancy"
"145.59","Malignancy"
"145.6","Malignancy"
"145.60","Malignancy"
"145.61","Malignancy"
"145.62","Malignancy"
"145.63","Malignancy"
"145.64","Malignancy"
"145.65","Malignancy"
"145.66","Malignancy"
"145.67","Malignancy"
"145.68","Malignancy"
"145.69","Malignancy"
"145.7","Malignancy"
"145.70","Malignancy"
"145.71","Malignancy"
"145.72","Malignancy"
"145.73","Malignancy"
"145.74","Malignancy"
"145.75","Malignancy"
"145.76","Malignancy"
"145.77","Malignancy"
"145.78","Malignancy"
"145.79","Malignancy"
"145.8","Malignancy"
"145.80","Malignancy"
"145.81","Malignancy"
"145.82","Malignancy"
"145.83","Malignancy"
"145.84","Malignancy"
"145.85","Malignancy"
"145.86","Malignancy"
"145.87","Malignancy"
"145.88","Malignancy"
"145.89","Malignancy"
"145.9","Malignancy"
"145.90","Malignancy"
"145.91","Malignancy"
"145.92","Malignancy"
"145.93","Malignancy"
"145.94","Malignancy"
"145.95","Malignancy"
"145.96","Malignancy"
"145.97","Malignancy"
"145.98","Malignancy"
"145.99","Malignancy"
"146","Malignancy"
"146.0","Malignancy"
"146.00","Malignancy"
"146.01","Malignancy"
"146.02","Malignancy"
"146.03","Malignancy"
"146.04","Malignancy"
"146.05","Malignancy"
"146.06","Malignancy"
"146.07","Malignancy"
"146.08","Malignancy"
"146.09","Malignancy"
"146.1","Malignancy"
"146.10","Malignancy"
"146.11","Malignancy"
"146.12","Malignancy"
"146.13","Malignancy"
"146.14","Malignancy"
"146.15","Malignancy"
"146.16","Malignancy"
"146.17","Malignancy"
"146.18","Malignancy"
"146.19","Malignancy"
"146.2","Malignancy"
"146.20","Malignancy"
"146.21","Malignancy"
"146.22","Malignancy"
"146.23","Malignancy"
"146.24","Malignancy"
"146.25","Malignancy"
"146.26","Malignancy"
"146.27","Malignancy"
"146.28","Malignancy"
"146.29","Malignancy"
"146.3","Malignancy"
"146.30","Malignancy"
"146.31","Malignancy"
"146.32","Malignancy"
"146.33","Malignancy"
"146.34","Malignancy"
"146.35","Malignancy"
"146.36","Malignancy"
"146.37","Malignancy"
"146.38","Malignancy"
"146.39","Malignancy"
"146.4","Malignancy"
"146.40","Malignancy"
"146.41","Malignancy"
"146.42","Malignancy"
"146.43","Malignancy"
"146.44","Malignancy"
"146.45","Malignancy"
"146.46","Malignancy"
"146.47","Malignancy"
"146.48","Malignancy"
"146.49","Malignancy"
"146.5","Malignancy"
"146.50","Malignancy"
"146.51","Malignancy"
"146.52","Malignancy"
"146.53","Malignancy"
"146.54","Malignancy"
"146.55","Malignancy"
"146.56","Malignancy"
"146.57","Malignancy"
"146.58","Malignancy"
"146.59","Malignancy"
"146.6","Malignancy"
"146.60","Malignancy"
"146.61","Malignancy"
"146.62","Malignancy"
"146.63","Malignancy"
"146.64","Malignancy"
"146.65","Malignancy"
"146.66","Malignancy"
"146.67","Malignancy"
"146.68","Malignancy"
"146.69","Malignancy"
"146.7","Malignancy"
"146.70","Malignancy"
"146.71","Malignancy"
"146.72","Malignancy"
"146.73","Malignancy"
"146.74","Malignancy"
"146.75","Malignancy"
"146.76","Malignancy"
"146.77","Malignancy"
"146.78","Malignancy"
"146.79","Malignancy"
"146.8","Malignancy"
"146.80","Malignancy"
"146.81","Malignancy"
"146.82","Malignancy"
"146.83","Malignancy"
"146.84","Malignancy"
"146.85","Malignancy"
"146.86","Malignancy"
"146.87","Malignancy"
"146.88","Malignancy"
"146.89","Malignancy"
"146.9","Malignancy"
"146.90","Malignancy"
"146.91","Malignancy"
"146.92","Malignancy"
"146.93","Malignancy"
"146.94","Malignancy"
"146.95","Malignancy"
"146.96","Malignancy"
"146.97","Malignancy"
"146.98","Malignancy"
"146.99","Malignancy"
"147","Malignancy"
"147.0","Malignancy"
"147.00","Malignancy"
"147.01","Malignancy"
"147.02","Malignancy"
"147.03","Malignancy"
"147.04","Malignancy"
"147.05","Malignancy"
"147.06","Malignancy"
"147.07","Malignancy"
"147.08","Malignancy"
"147.09","Malignancy"
"147.1","Malignancy"
"147.10","Malignancy"
"147.11","Malignancy"
"147.12","Malignancy"
"147.13","Malignancy"
"147.14","Malignancy"
"147.15","Malignancy"
"147.16","Malignancy"
"147.17","Malignancy"
"147.18","Malignancy"
"147.19","Malignancy"
"147.2","Malignancy"
"147.20","Malignancy"
"147.21","Malignancy"
"147.22","Malignancy"
"147.23","Malignancy"
"147.24","Malignancy"
"147.25","Malignancy"
"147.26","Malignancy"
"147.27","Malignancy"
"147.28","Malignancy"
