"exclude_if_any","description_icd9"
"182.10","Malignancy"
"182.11","Malignancy"
"182.12","Malignancy"
"182.13","Malignancy"
"182.14","Malignancy"
"182.15","Malignancy"
"182.16","Malignancy"
"182.17","Malignancy"
"182.18","Malignancy"
"182.19","Malignancy"
"182.2","Malignancy"
"182.20","Malignancy"
"182.21","Malignancy"
"182.22","Malignancy"
"182.23","Malignancy"
"182.24","Malignancy"
"182.25","Malignancy"
"182.26","Malignancy"
"182.27","Malignancy"
"182.28","Malignancy"
"182.29","Malignancy"
"182.3","Malignancy"
"182.30","Malignancy"
"182.31","Malignancy"
"182.32","Malignancy"
"182.33","Malignancy"
"182.34","Malignancy"
"182.35","Malignancy"
"182.36","Malignancy"
"182.37","Malignancy"
"182.38","Malignancy"
"182.39","Malignancy"
"182.4","Malignancy"
"182.40","Malignancy"
"182.41","Malignancy"
"182.42","Malignancy"
"182.43","Malignancy"
"182.44","Malignancy"
"182.45","Malignancy"
"182.46","Malignancy"
"182.47","Malignancy"
"182.48","Malignancy"
"182.49","Malignancy"
"182.5","Malignancy"
"182.50","Malignancy"
"182.51","Malignancy"
"182.52","Malignancy"
"182.53","Malignancy"
"182.54","Malignancy"
"182.55","Malignancy"
"182.56","Malignancy"
"182.57","Malignancy"
"182.58","Malignancy"
"182.59","Malignancy"
"182.6","Malignancy"
"182.60","Malignancy"
"182.61","Malignancy"
"182.62","Malignancy"
"182.63","Malignancy"
"182.64","Malignancy"
"182.65","Malignancy"
"182.66","Malignancy"
"182.67","Malignancy"
"182.68","Malignancy"
"182.69","Malignancy"
"182.7","Malignancy"
"182.70","Malignancy"
"182.71","Malignancy"
"182.72","Malignancy"
"182.73","Malignancy"
"182.74","Malignancy"
"182.75","Malignancy"
"182.76","Malignancy"
"182.77","Malignancy"
"182.78","Malignancy"
"182.79","Malignancy"
"182.8","Malignancy"
"182.80","Malignancy"
"182.81","Malignancy"
"182.82","Malignancy"
"182.83","Malignancy"
"182.84","Malignancy"
"182.85","Malignancy"
"182.86","Malignancy"
"182.87","Malignancy"
"182.88","Malignancy"
"182.89","Malignancy"
"182.9","Malignancy"
"182.90","Malignancy"
"182.91","Malignancy"
"182.92","Malignancy"
"182.93","Malignancy"
"182.94","Malignancy"
"182.95","Malignancy"
"182.96","Malignancy"
"182.97","Malignancy"
"182.98","Malignancy"
"182.99","Malignancy"
"183","Malignancy"
"183.0","Malignancy"
"183.00","Malignancy"
"183.01","Malignancy"
"183.02","Malignancy"
"183.03","Malignancy"
"183.04","Malignancy"
"183.05","Malignancy"
"183.06","Malignancy"
"183.07","Malignancy"
"183.08","Malignancy"
"183.09","Malignancy"
"183.1","Malignancy"
"183.10","Malignancy"
"183.11","Malignancy"
"183.12","Malignancy"
"183.13","Malignancy"
"183.14","Malignancy"
"183.15","Malignancy"
"183.16","Malignancy"
"183.17","Malignancy"
"183.18","Malignancy"
"183.19","Malignancy"
"183.2","Malignancy"
"183.20","Malignancy"
"183.21","Malignancy"
"183.22","Malignancy"
"183.23","Malignancy"
"183.24","Malignancy"
"183.25","Malignancy"
"183.26","Malignancy"
"183.27","Malignancy"
"183.28","Malignancy"
"183.29","Malignancy"
"183.3","Malignancy"
"183.30","Malignancy"
"183.31","Malignancy"
"183.32","Malignancy"
"183.33","Malignancy"
"183.34","Malignancy"
"183.35","Malignancy"
"183.36","Malignancy"
"183.37","Malignancy"
"183.38","Malignancy"
"183.39","Malignancy"
"183.4","Malignancy"
"183.40","Malignancy"
"183.41","Malignancy"
"183.42","Malignancy"
"183.43","Malignancy"
"183.44","Malignancy"
"183.45","Malignancy"
"183.46","Malignancy"
"183.47","Malignancy"
"183.48","Malignancy"
"183.49","Malignancy"
"183.5","Malignancy"
"183.50","Malignancy"
"183.51","Malignancy"
"183.52","Malignancy"
"183.53","Malignancy"
"183.54","Malignancy"
"183.55","Malignancy"
"183.56","Malignancy"
"183.57","Malignancy"
"183.58","Malignancy"
"183.59","Malignancy"
"183.6","Malignancy"
"183.60","Malignancy"
"183.61","Malignancy"
"183.62","Malignancy"
"183.63","Malignancy"
"183.64","Malignancy"
"183.65","Malignancy"
"183.66","Malignancy"
"183.67","Malignancy"
"183.68","Malignancy"
"183.69","Malignancy"
"183.7","Malignancy"
"183.70","Malignancy"
"183.71","Malignancy"
"183.72","Malignancy"
"183.73","Malignancy"
"183.74","Malignancy"
"183.75","Malignancy"
"183.76","Malignancy"
"183.77","Malignancy"
"183.78","Malignancy"
"183.79","Malignancy"
"183.8","Malignancy"
"183.80","Malignancy"
"183.81","Malignancy"
"183.82","Malignancy"
"183.83","Malignancy"
"183.84","Malignancy"
"183.85","Malignancy"
"183.86","Malignancy"
"183.87","Malignancy"
"183.88","Malignancy"
"183.89","Malignancy"
"183.9","Malignancy"
"183.90","Malignancy"
"183.91","Malignancy"
"183.92","Malignancy"
"183.93","Malignancy"
"183.94","Malignancy"
"183.95","Malignancy"
"183.96","Malignancy"
"183.97","Malignancy"
"183.98","Malignancy"
"183.99","Malignancy"
"184","Malignancy"
"184.0","Malignancy"
"184.00","Malignancy"
"184.01","Malignancy"
"184.02","Malignancy"
"184.03","Malignancy"
"184.04","Malignancy"
"184.05","Malignancy"
"184.06","Malignancy"
"184.07","Malignancy"
"184.08","Malignancy"
"184.09","Malignancy"
"184.1","Malignancy"
"184.10","Malignancy"
"184.11","Malignancy"
"184.12","Malignancy"
"184.13","Malignancy"
"184.14","Malignancy"
"184.15","Malignancy"
"184.16","Malignancy"
"184.17","Malignancy"
"184.18","Malignancy"
"184.19","Malignancy"
"184.2","Malignancy"
"184.20","Malignancy"
"184.21","Malignancy"
"184.22","Malignancy"
"184.23","Malignancy"
"184.24","Malignancy"
"184.25","Malignancy"
"184.26","Malignancy"
"184.27","Malignancy"
"184.28","Malignancy"
"184.29","Malignancy"
"184.3","Malignancy"
"184.30","Malignancy"
"184.31","Malignancy"
"184.32","Malignancy"
"184.33","Malignancy"
"184.34","Malignancy"
"184.35","Malignancy"
"184.36","Malignancy"
"184.37","Malignancy"
"184.38","Malignancy"
"184.39","Malignancy"
"184.4","Malignancy"
"184.40","Malignancy"
"184.41","Malignancy"
"184.42","Malignancy"
"184.43","Malignancy"
"184.44","Malignancy"
"184.45","Malignancy"
"184.46","Malignancy"
"184.47","Malignancy"
"184.48","Malignancy"
"184.49","Malignancy"
"184.5","Malignancy"
"184.50","Malignancy"
"184.51","Malignancy"
"184.52","Malignancy"
"184.53","Malignancy"
"184.54","Malignancy"
"184.55","Malignancy"
"184.56","Malignancy"
"184.57","Malignancy"
"184.58","Malignancy"
"184.59","Malignancy"
"184.6","Malignancy"
"184.60","Malignancy"
"184.61","Malignancy"
"184.62","Malignancy"
"184.63","Malignancy"
"184.64","Malignancy"
"184.65","Malignancy"
"184.66","Malignancy"
"184.67","Malignancy"
"184.68","Malignancy"
"184.69","Malignancy"
"184.7","Malignancy"
"184.70","Malignancy"
"184.71","Malignancy"
"184.72","Malignancy"
"184.73","Malignancy"
"184.74","Malignancy"
"184.75","Malignancy"
"184.76","Malignancy"
"184.77","Malignancy"
"184.78","Malignancy"
"184.79","Malignancy"
"184.8","Malignancy"
"184.80","Malignancy"
"184.81","Malignancy"
"184.82","Malignancy"
"184.83","Malignancy"
"184.84","Malignancy"
"184.85","Malignancy"
"184.86","Malignancy"
"184.87","Malignancy"
"184.88","Malignancy"
"184.89","Malignancy"
"184.9","Malignancy"
"184.90","Malignancy"
"184.91","Malignancy"
"184.92","Malignancy"
"184.93","Malignancy"
"184.94","Malignancy"
"184.95","Malignancy"
"184.96","Malignancy"
"184.97","Malignancy"
"184.98","Malignancy"
"184.99","Malignancy"
"185","Malignancy"
"185.0","Malignancy"
"185.00","Malignancy"
"185.01","Malignancy"
"185.02","Malignancy"
"185.03","Malignancy"
"185.04","Malignancy"
"185.05","Malignancy"
"185.06","Malignancy"
"185.07","Malignancy"
"185.08","Malignancy"
"185.09","Malignancy"
"185.1","Malignancy"
"185.10","Malignancy"
"185.11","Malignancy"
"185.12","Malignancy"
"185.13","Malignancy"
"185.14","Malignancy"
"185.15","Malignancy"
"185.16","Malignancy"
"185.17","Malignancy"
"185.18","Malignancy"
"185.19","Malignancy"
"185.2","Malignancy"
"185.20","Malignancy"
"185.21","Malignancy"
"185.22","Malignancy"
"185.23","Malignancy"
"185.24","Malignancy"
"185.25","Malignancy"
"185.26","Malignancy"
"185.27","Malignancy"
"185.28","Malignancy"
"185.29","Malignancy"
"185.3","Malignancy"
"185.30","Malignancy"
"185.31","Malignancy"
"185.32","Malignancy"
"185.33","Malignancy"
"185.34","Malignancy"
"185.35","Malignancy"
"185.36","Malignancy"
"185.37","Malignancy"
"185.38","Malignancy"
"185.39","Malignancy"
"185.4","Malignancy"
"185.40","Malignancy"
"185.41","Malignancy"
"185.42","Malignancy"
"185.43","Malignancy"
"185.44","Malignancy"
"185.45","Malignancy"
"185.46","Malignancy"
"185.47","Malignancy"
"185.48","Malignancy"
"185.49","Malignancy"
"185.5","Malignancy"
"185.50","Malignancy"
"185.51","Malignancy"
"185.52","Malignancy"
"185.53","Malignancy"
"185.54","Malignancy"
"185.55","Malignancy"
"185.56","Malignancy"
"185.57","Malignancy"
"185.58","Malignancy"
"185.59","Malignancy"
"185.6","Malignancy"
"185.60","Malignancy"
"185.61","Malignancy"
"185.62","Malignancy"
"185.63","Malignancy"
"185.64","Malignancy"
"185.65","Malignancy"
"185.66","Malignancy"
"185.67","Malignancy"
"185.68","Malignancy"
"185.69","Malignancy"
"185.7","Malignancy"
"185.70","Malignancy"
"185.71","Malignancy"
"185.72","Malignancy"
"185.73","Malignancy"
"185.74","Malignancy"
"185.75","Malignancy"
"185.76","Malignancy"
"185.77","Malignancy"
"185.78","Malignancy"
"185.79","Malignancy"
"185.8","Malignancy"
"185.80","Malignancy"
"185.81","Malignancy"
"185.82","Malignancy"
"185.83","Malignancy"
"185.84","Malignancy"
"185.85","Malignancy"
"185.86","Malignancy"
"185.87","Malignancy"
"185.88","Malignancy"
"185.89","Malignancy"
"185.9","Malignancy"
"185.90","Malignancy"
"185.91","Malignancy"
"185.92","Malignancy"
"185.93","Malignancy"
"185.94","Malignancy"
"185.95","Malignancy"
"185.96","Malignancy"
"185.97","Malignancy"
"185.98","Malignancy"
"185.99","Malignancy"
"186","Malignancy"
"186.0","Malignancy"
"186.00","Malignancy"
"186.01","Malignancy"
"186.02","Malignancy"
"186.03","Malignancy"
"186.04","Malignancy"
"186.05","Malignancy"
"186.06","Malignancy"
"186.07","Malignancy"
"186.08","Malignancy"
"186.09","Malignancy"
"186.1","Malignancy"
"186.10","Malignancy"
"186.11","Malignancy"
"186.12","Malignancy"
"186.13","Malignancy"
"186.14","Malignancy"
"186.15","Malignancy"
"186.16","Malignancy"
"186.17","Malignancy"
"186.18","Malignancy"
"186.19","Malignancy"
"186.2","Malignancy"
"186.20","Malignancy"
"186.21","Malignancy"
"186.22","Malignancy"
"186.23","Malignancy"
"186.24","Malignancy"
"186.25","Malignancy"
"186.26","Malignancy"
"186.27","Malignancy"
"186.28","Malignancy"
"186.29","Malignancy"
"186.3","Malignancy"
"186.30","Malignancy"
"186.31","Malignancy"
"186.32","Malignancy"
"186.33","Malignancy"
"186.34","Malignancy"
"186.35","Malignancy"
"186.36","Malignancy"
"186.37","Malignancy"
"186.38","Malignancy"
"186.39","Malignancy"
"186.4","Malignancy"
"186.40","Malignancy"
"186.41","Malignancy"
"186.42","Malignancy"
"186.43","Malignancy"
"186.44","Malignancy"
"186.45","Malignancy"
"186.46","Malignancy"
"186.47","Malignancy"
"186.48","Malignancy"
"186.49","Malignancy"
"186.5","Malignancy"
"186.50","Malignancy"
"186.51","Malignancy"
"186.52","Malignancy"
"186.53","Malignancy"
"186.54","Malignancy"
"186.55","Malignancy"
"186.56","Malignancy"
"186.57","Malignancy"
"186.58","Malignancy"
"186.59","Malignancy"
"186.6","Malignancy"
"186.60","Malignancy"
"186.61","Malignancy"
"186.62","Malignancy"
"186.63","Malignancy"
"186.64","Malignancy"
"186.65","Malignancy"
"186.66","Malignancy"
"186.67","Malignancy"
"186.68","Malignancy"
"186.69","Malignancy"
"186.7","Malignancy"
"186.70","Malignancy"
"186.71","Malignancy"
"186.72","Malignancy"
"186.73","Malignancy"
"186.74","Malignancy"
"186.75","Malignancy"
"186.76","Malignancy"
"186.77","Malignancy"
"186.78","Malignancy"
"186.79","Malignancy"
"186.8","Malignancy"
"186.80","Malignancy"
"186.81","Malignancy"
"186.82","Malignancy"
"186.83","Malignancy"
"186.84","Malignancy"
"186.85","Malignancy"
"186.86","Malignancy"
"186.87","Malignancy"
"186.88","Malignancy"
"186.89","Malignancy"
"186.9","Malignancy"
"186.90","Malignancy"
"186.91","Malignancy"
"186.92","Malignancy"
"186.93","Malignancy"
"186.94","Malignancy"
"186.95","Malignancy"
"186.96","Malignancy"
"186.97","Malignancy"
"186.98","Malignancy"
"186.99","Malignancy"
"187","Malignancy"
"187.0","Malignancy"
"187.00","Malignancy"
"187.01","Malignancy"
"187.02","Malignancy"
"187.03","Malignancy"
"187.04","Malignancy"
"187.05","Malignancy"
"187.06","Malignancy"
"187.07","Malignancy"
"187.08","Malignancy"
"187.09","Malignancy"
"187.1","Malignancy"
"187.10","Malignancy"
"187.11","Malignancy"
"187.12","Malignancy"
"187.13","Malignancy"
"187.14","Malignancy"
"187.15","Malignancy"
"187.16","Malignancy"
"187.17","Malignancy"
"187.18","Malignancy"
"187.19","Malignancy"
"187.2","Malignancy"
"187.20","Malignancy"
"187.21","Malignancy"
"187.22","Malignancy"
"187.23","Malignancy"
"187.24","Malignancy"
"187.25","Malignancy"
"187.26","Malignancy"
"187.27","Malignancy"
"187.28","Malignancy"
"187.29","Malignancy"
"187.3","Malignancy"
"187.30","Malignancy"
"187.31","Malignancy"
"187.32","Malignancy"
"187.33","Malignancy"
"187.34","Malignancy"
"187.35","Malignancy"
"187.36","Malignancy"
"187.37","Malignancy"
"187.38","Malignancy"
"187.39","Malignancy"
"187.4","Malignancy"
"187.40","Malignancy"
"187.41","Malignancy"
"187.42","Malignancy"
"187.43","Malignancy"
"187.44","Malignancy"
"187.45","Malignancy"
"187.46","Malignancy"
"187.47","Malignancy"
"187.48","Malignancy"
"187.49","Malignancy"
"187.5","Malignancy"
"187.50","Malignancy"
"187.51","Malignancy"
"187.52","Malignancy"
"187.53","Malignancy"
"187.54","Malignancy"
"187.55","Malignancy"
"187.56","Malignancy"
"187.57","Malignancy"
"187.58","Malignancy"
"187.59","Malignancy"
"187.6","Malignancy"
"187.60","Malignancy"
"187.61","Malignancy"
"187.62","Malignancy"
"187.63","Malignancy"
"187.64","Malignancy"
"187.65","Malignancy"
"187.66","Malignancy"
"187.67","Malignancy"
"187.68","Malignancy"
"187.69","Malignancy"
"187.7","Malignancy"
"187.70","Malignancy"
"187.71","Malignancy"
"187.72","Malignancy"
"187.73","Malignancy"
"187.74","Malignancy"
"187.75","Malignancy"
"187.76","Malignancy"
"187.77","Malignancy"
"187.78","Malignancy"
"187.79","Malignancy"
"187.8","Malignancy"
"187.80","Malignancy"
"187.81","Malignancy"
"187.82","Malignancy"
"187.83","Malignancy"
"187.84","Malignancy"
"187.85","Malignancy"
"187.86","Malignancy"
"187.87","Malignancy"
"187.88","Malignancy"
"187.89","Malignancy"
"187.9","Malignancy"
"187.90","Malignancy"
"187.91","Malignancy"
"187.92","Malignancy"
"187.93","Malignancy"
"187.94","Malignancy"
"187.95","Malignancy"
"187.96","Malignancy"
"187.97","Malignancy"
"187.98","Malignancy"
"187.99","Malignancy"
"188","Malignancy"
"188.0","Malignancy"
"188.00","Malignancy"
"188.01","Malignancy"
"188.02","Malignancy"
"188.03","Malignancy"
"188.04","Malignancy"
"188.05","Malignancy"
"188.06","Malignancy"
"188.07","Malignancy"
"188.08","Malignancy"
"188.09","Malignancy"
"188.1","Malignancy"
"188.10","Malignancy"
"188.11","Malignancy"
"188.12","Malignancy"
"188.13","Malignancy"
"188.14","Malignancy"
"188.15","Malignancy"
"188.16","Malignancy"
"188.17","Malignancy"
"188.18","Malignancy"
"188.19","Malignancy"
"188.2","Malignancy"
"188.20","Malignancy"
"188.21","Malignancy"
"188.22","Malignancy"
"188.23","Malignancy"
"188.24","Malignancy"
"188.25","Malignancy"
"188.26","Malignancy"
"188.27","Malignancy"
"188.28","Malignancy"
"188.29","Malignancy"
"188.3","Malignancy"
"188.30","Malignancy"
"188.31","Malignancy"
"188.32","Malignancy"
"188.33","Malignancy"
"188.34","Malignancy"
"188.35","Malignancy"
"188.36","Malignancy"
"188.37","Malignancy"
"188.38","Malignancy"
"188.39","Malignancy"
"188.4","Malignancy"
"188.40","Malignancy"
"188.41","Malignancy"
"188.42","Malignancy"
"188.43","Malignancy"
"188.44","Malignancy"
"188.45","Malignancy"
"188.46","Malignancy"
"188.47","Malignancy"
"188.48","Malignancy"
"188.49","Malignancy"
"188.5","Malignancy"
"188.50","Malignancy"
"188.51","Malignancy"
"188.52","Malignancy"
"188.53","Malignancy"
"188.54","Malignancy"
"188.55","Malignancy"
"188.56","Malignancy"
"188.57","Malignancy"
"188.58","Malignancy"
"188.59","Malignancy"
"188.6","Malignancy"
"188.60","Malignancy"
"188.61","Malignancy"
"188.62","Malignancy"
"188.63","Malignancy"
"188.64","Malignancy"
"188.65","Malignancy"
"188.66","Malignancy"
"188.67","Malignancy"
"188.68","Malignancy"
"188.69","Malignancy"
"188.7","Malignancy"
"188.70","Malignancy"
"188.71","Malignancy"
"188.72","Malignancy"
"188.73","Malignancy"
"188.74","Malignancy"
"188.75","Malignancy"
"188.76","Malignancy"
"188.77","Malignancy"
"188.78","Malignancy"
"188.79","Malignancy"
"188.8","Malignancy"
"188.80","Malignancy"
"188.81","Malignancy"
"188.82","Malignancy"
"188.83","Malignancy"
"188.84","Malignancy"
"188.85","Malignancy"
"188.86","Malignancy"
"188.87","Malignancy"
"188.88","Malignancy"
"188.89","Malignancy"
"188.9","Malignancy"
"188.90","Malignancy"
"188.91","Malignancy"
"188.92","Malignancy"
"188.93","Malignancy"
"188.94","Malignancy"
"188.95","Malignancy"
"188.96","Malignancy"
"188.97","Malignancy"
"188.98","Malignancy"
"188.99","Malignancy"
"189","Malignancy"
"189.0","Malignancy"
"189.00","Malignancy"
"189.01","Malignancy"
"189.02","Malignancy"
"189.03","Malignancy"
"189.04","Malignancy"
"189.05","Malignancy"
"189.06","Malignancy"
"189.07","Malignancy"
"189.08","Malignancy"
"189.09","Malignancy"
"189.1","Malignancy"
"189.10","Malignancy"
"189.11","Malignancy"
"189.12","Malignancy"
"189.13","Malignancy"
"189.14","Malignancy"
"189.15","Malignancy"
"189.16","Malignancy"
"189.17","Malignancy"
"189.18","Malignancy"
"189.19","Malignancy"
"189.2","Malignancy"
"189.20","Malignancy"
"189.21","Malignancy"
"189.22","Malignancy"
"189.23","Malignancy"
"189.24","Malignancy"
"189.25","Malignancy"
"189.26","Malignancy"
"189.27","Malignancy"
"189.28","Malignancy"
"189.29","Malignancy"
"189.3","Malignancy"
"189.30","Malignancy"
"189.31","Malignancy"
"189.32","Malignancy"
"189.33","Malignancy"
"189.34","Malignancy"
"189.35","Malignancy"
"189.36","Malignancy"
"189.37","Malignancy"
"189.38","Malignancy"
"189.39","Malignancy"
"189.4","Malignancy"
"189.40","Malignancy"
"189.41","Malignancy"
"189.42","Malignancy"
"189.43","Malignancy"
"189.44","Malignancy"
"189.45","Malignancy"
"189.46","Malignancy"
"189.47","Malignancy"
"189.48","Malignancy"
"189.49","Malignancy"
"189.5","Malignancy"
"189.50","Malignancy"
"189.51","Malignancy"
"189.52","Malignancy"
"189.53","Malignancy"
"189.54","Malignancy"
"189.55","Malignancy"
"189.56","Malignancy"
"189.57","Malignancy"
"189.58","Malignancy"
"189.59","Malignancy"
"189.6","Malignancy"
"189.60","Malignancy"
"189.61","Malignancy"
"189.62","Malignancy"
"189.63","Malignancy"
"189.64","Malignancy"
"189.65","Malignancy"
"189.66","Malignancy"
"189.67","Malignancy"
"189.68","Malignancy"
"189.69","Malignancy"
"189.7","Malignancy"
"189.70","Malignancy"
"189.71","Malignancy"
"189.72","Malignancy"
"189.73","Malignancy"
"189.74","Malignancy"
"189.75","Malignancy"
"189.76","Malignancy"
"189.77","Malignancy"
"189.78","Malignancy"
"189.79","Malignancy"
"189.8","Malignancy"
"189.80","Malignancy"
"189.81","Malignancy"
"189.82","Malignancy"
"189.83","Malignancy"
"189.84","Malignancy"
"189.85","Malignancy"
"189.86","Malignancy"
"189.87","Malignancy"
"189.88","Malignancy"
"189.89","Malignancy"
"189.9","Malignancy"
"189.90","Malignancy"
"189.91","Malignancy"
"189.92","Malignancy"
"189.93","Malignancy"
"189.94","Malignancy"
"189.95","Malignancy"
"189.96","Malignancy"
"189.97","Malignancy"
"189.98","Malignancy"
"189.99","Malignancy"
"190","Malignancy"
"190.0","Malignancy"
"190.00","Malignancy"
"190.01","Malignancy"
"190.02","Malignancy"
"190.03","Malignancy"
"190.04","Malignancy"
"190.05","Malignancy"
"190.06","Malignancy"
"190.07","Malignancy"
"190.08","Malignancy"
"190.09","Malignancy"
"190.1","Malignancy"
"190.10","Malignancy"
"190.11","Malignancy"
"190.12","Malignancy"
"190.13","Malignancy"
"190.14","Malignancy"
"190.15","Malignancy"
"190.16","Malignancy"
"190.17","Malignancy"
"190.18","Malignancy"
"190.19","Malignancy"
"190.2","Malignancy"
"190.20","Malignancy"
"190.21","Malignancy"
"190.22","Malignancy"
"190.23","Malignancy"
"190.24","Malignancy"
"190.25","Malignancy"
"190.26","Malignancy"
"190.27","Malignancy"
"190.28","Malignancy"
"190.29","Malignancy"
"190.3","Malignancy"
"190.30","Malignancy"
"190.31","Malignancy"
"190.32","Malignancy"
"190.33","Malignancy"
"190.34","Malignancy"
"190.35","Malignancy"
"190.36","Malignancy"
"190.37","Malignancy"
"190.38","Malignancy"
"190.39","Malignancy"
"190.4","Malignancy"
"190.40","Malignancy"
"190.41","Malignancy"
"190.42","Malignancy"
"190.43","Malignancy"
"190.44","Malignancy"
"190.45","Malignancy"
"190.46","Malignancy"
"190.47","Malignancy"
"190.48","Malignancy"
"190.49","Malignancy"
"190.5","Malignancy"
"190.50","Malignancy"
"190.51","Malignancy"
"190.52","Malignancy"
"190.53","Malignancy"
"190.54","Malignancy"
"190.55","Malignancy"
"190.56","Malignancy"
"190.57","Malignancy"
"190.58","Malignancy"
"190.59","Malignancy"
"190.6","Malignancy"
"190.60","Malignancy"
"190.61","Malignancy"
"190.62","Malignancy"
"190.63","Malignancy"
"190.64","Malignancy"
"190.65","Malignancy"
"190.66","Malignancy"
"190.67","Malignancy"
"190.68","Malignancy"
"190.69","Malignancy"
"190.7","Malignancy"
"190.70","Malignancy"
"190.71","Malignancy"
"190.72","Malignancy"
"190.73","Malignancy"
"190.74","Malignancy"
"190.75","Malignancy"
"190.76","Malignancy"
"190.77","Malignancy"
"190.78","Malignancy"
"190.79","Malignancy"
"190.8","Malignancy"
"190.80","Malignancy"
"190.81","Malignancy"
"190.82","Malignancy"
"190.83","Malignancy"
"190.84","Malignancy"
"190.85","Malignancy"
"190.86","Malignancy"
"190.87","Malignancy"
"190.88","Malignancy"
"190.89","Malignancy"
"190.9","Malignancy"
"190.90","Malignancy"
"190.91","Malignancy"
"190.92","Malignancy"
"190.93","Malignancy"
"190.94","Malignancy"
"190.95","Malignancy"
"190.96","Malignancy"
"190.97","Malignancy"
"190.98","Malignancy"
"190.99","Malignancy"
"191","Malignancy"
"191.0","Malignancy"
"191.00","Malignancy"
"191.01","Malignancy"
"191.02","Malignancy"
"191.03","Malignancy"
"191.04","Malignancy"
"191.05","Malignancy"
"191.06","Malignancy"
"191.07","Malignancy"
"191.08","Malignancy"
"191.09","Malignancy"
"191.1","Malignancy"
"191.10","Malignancy"
"191.11","Malignancy"
"191.12","Malignancy"
"191.13","Malignancy"
"191.14","Malignancy"
"191.15","Malignancy"
"191.16","Malignancy"
"191.17","Malignancy"
"191.18","Malignancy"
"191.19","Malignancy"
"191.2","Malignancy"
"191.20","Malignancy"
"191.21","Malignancy"
"191.22","Malignancy"
"191.23","Malignancy"
"191.24","Malignancy"
"191.25","Malignancy"
"191.26","Malignancy"
"191.27","Malignancy"
"191.28","Malignancy"
"191.29","Malignancy"
"191.3","Malignancy"
"191.30","Malignancy"
"191.31","Malignancy"
"191.32","Malignancy"
"191.33","Malignancy"
"191.34","Malignancy"
"191.35","Malignancy"
"191.36","Malignancy"
"191.37","Malignancy"
"191.38","Malignancy"
"191.39","Malignancy"
"191.4","Malignancy"
"191.40","Malignancy"
"191.41","Malignancy"
"191.42","Malignancy"
"191.43","Malignancy"
"191.44","Malignancy"
"191.45","Malignancy"
"191.46","Malignancy"
"191.47","Malignancy"
"191.48","Malignancy"
"191.49","Malignancy"
"191.5","Malignancy"
"191.50","Malignancy"
"191.51","Malignancy"
"191.52","Malignancy"
"191.53","Malignancy"
"191.54","Malignancy"
"191.55","Malignancy"
"191.56","Malignancy"
"191.57","Malignancy"
"191.58","Malignancy"
"191.59","Malignancy"
"191.6","Malignancy"
"191.60","Malignancy"
"191.61","Malignancy"
"191.62","Malignancy"
"191.63","Malignancy"
"191.64","Malignancy"
"191.65","Malignancy"
"191.66","Malignancy"
"191.67","Malignancy"
"191.68","Malignancy"
"191.69","Malignancy"
"191.7","Malignancy"
"191.70","Malignancy"
"191.71","Malignancy"
"191.72","Malignancy"
"191.73","Malignancy"
"191.74","Malignancy"
"191.75","Malignancy"
"191.76","Malignancy"
"191.77","Malignancy"
"191.78","Malignancy"
"191.79","Malignancy"
"191.8","Malignancy"
"191.80","Malignancy"
"191.81","Malignancy"
"191.82","Malignancy"
"191.83","Malignancy"
"191.84","Malignancy"
"191.85","Malignancy"
"191.86","Malignancy"
"191.87","Malignancy"
"191.88","Malignancy"
"191.89","Malignancy"
"191.9","Malignancy"
"191.90","Malignancy"
"191.91","Malignancy"
"191.92","Malignancy"
"191.93","Malignancy"
"191.94","Malignancy"
"191.95","Malignancy"
"191.96","Malignancy"
"191.97","Malignancy"
"191.98","Malignancy"
"191.99","Malignancy"
"192","Malignancy"
"192.0","Malignancy"
"192.00","Malignancy"
"192.01","Malignancy"
"192.02","Malignancy"
"192.03","Malignancy"
"192.04","Malignancy"
"192.05","Malignancy"
"192.06","Malignancy"
"192.07","Malignancy"
"192.08","Malignancy"
"192.09","Malignancy"
"192.1","Malignancy"
"192.10","Malignancy"
"192.11","Malignancy"
"192.12","Malignancy"
"192.13","Malignancy"
"192.14","Malignancy"
"192.15","Malignancy"
"192.16","Malignancy"
"192.17","Malignancy"
"192.18","Malignancy"
"192.19","Malignancy"
"192.2","Malignancy"
"192.20","Malignancy"
"192.21","Malignancy"
"192.22","Malignancy"
"192.23","Malignancy"
"192.24","Malignancy"
"192.25","Malignancy"
"192.26","Malignancy"
"192.27","Malignancy"
"192.28","Malignancy"
"192.29","Malignancy"
"192.3","Malignancy"
"192.30","Malignancy"
"192.31","Malignancy"
"192.32","Malignancy"
"192.33","Malignancy"
"192.34","Malignancy"
"192.35","Malignancy"
"192.36","Malignancy"
"192.37","Malignancy"
"192.38","Malignancy"
"192.39","Malignancy"
"192.4","Malignancy"
"192.40","Malignancy"
"192.41","Malignancy"
"192.42","Malignancy"
"192.43","Malignancy"
"192.44","Malignancy"
"192.45","Malignancy"
"192.46","Malignancy"
"192.47","Malignancy"
"192.48","Malignancy"
"192.49","Malignancy"
"192.5","Malignancy"
"192.50","Malignancy"
"192.51","Malignancy"
"192.52","Malignancy"
"192.53","Malignancy"
"192.54","Malignancy"
"192.55","Malignancy"
"192.56","Malignancy"
"192.57","Malignancy"
"192.58","Malignancy"
"192.59","Malignancy"
"192.6","Malignancy"
"192.60","Malignancy"
"192.61","Malignancy"
